Job Satisfaction,Salary,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Year,Latitude,Longitude
10,67240,"Saint Paul, MN, US",Project Architect,Corporate,101-200,Yes,Paid Overtime,22.0,3,Full-time,6-7,31-35,Male,Licensed,,,,2018,44.9497487,-93.0931028
6,76000,"New York, NY, US",Senior Designer,Boutique,2-5,Yes,No Overtime,15.0,,Full-time,8-10,36-40,Female,No,Parsons The New School for Design,,,2018,40.7127281,-74.0060152
9,90000,"Austin, TX, US",Project Manager,Other,16-30,Yes,Unpaid Overtime,14.0,,Full-time,11-15,36-40,Female,Licensed,,,,2018,30.2711286,-97.7436995
10,65500,"Santa Clara, CA, US",Job Captain,Individual,6-10,Yes,Paid Overtime,5.0,"3,000",Full-time,8-10,36-40,Male,No,,,,2018,37.2333253,-121.6846349
5,76000,"New York, NY, US",Designer,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,Rensselaer Polytechnic Institute,,,2018,40.7127281,-74.0060152
9,56000,"New York, NY, US",Technical Architect,Corporate,501+,Yes,Paid Overtime,18.0,"2,000",Full-time,3,26-30,Female,No,Cornell University,,,2018,40.7127281,-74.0060152
8,126000,"New York, NY, US",Associate,Boutique,16-30,Yes,Unpaid Overtime,15.0,"17,000",Full-time,16-20,36-40,Male,Licensed,,,,2018,40.7127281,-74.0060152
7,70000,"New York, NY, US",Project Manager,Boutique,16-30,Yes,No Overtime,10.0,"1,000",Full-time,8-10,31-35,Female,Licensed,Harvard University,Princeton University,,2018,40.7127281,-74.0060152
9,400000,"New York, NY, US",Principal,Individual,6-10,Yes,,,"20,000",Full-time,31-40,56-60,Male,Licensed,,,,2018,40.7127281,-74.0060152
8,103000,"Oak Ridge, TN, US",Project Manager,Corporate,201-500,Yes,Paid Overtime,20.0,"6,000",Full-time,21-25,51-55,Male,Licensed,The University of Tennessee - Knoxville,,,2018,36.0103562,-84.2696449
6,76160,"New York, NY, US",Project Architect,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,Licensed,Pratt Institute,,,2018,40.7127281,-74.0060152
6,67000,"New York, NY, US",Job Captain,,501+,,,,,,8-10,26-30,Female,No,,,,2018,40.7127281,-74.0060152
7,57000,"Austin, TX, US",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,"1,500",Full-time,8-10,26-30,Male,Licensed,Louisiana Tech University,Louisiana Tech University,,2018,30.2711286,-97.7436995
5,65000,"New York, NY, US",Project Manager,Individual,31-50,Yes,Unpaid Overtime,10.0,"4,000",Full-time,6-7,36-40,Male,No,,University of Cincinnati,,2018,40.7127281,-74.0060152
9,98000,"Los Angeles, CA, US",Associate,Boutique,101-200,Yes,Paid Overtime,20.0,"12,000",Full-time,8-10,31-35,Male,No,"California State Polytechnic University, Pomona",,,2018,34.0536909,-118.242766
7,57015,"Albuquerque, NM, US",Associate,Other,501+,Yes,,13.0,,Full-time,< 1,21-25,Female,No,,,,2018,35.0841034,-106.650985
8,45600,"Pittsburgh, PA, US",Intern,Other,31-50,Yes,Unpaid Overtime,15.0,"2,000",Full-time,3,26-30,Male,No,Kent State University,Kent State University,,2018,40.4416941,-79.9900861
9,73000,"New York, NY, US",Project Manager,Boutique,11-15,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Male,Licensed,,,,2018,40.7127281,-74.0060152
6,80000,"Philadelphia, PA, US",Project Manager,Corporate,16-30,Yes,No Overtime,10.0,,Full-time,6-7,26-30,Male,No,,,,2018,39.9527237,-75.1635262
8,40000,"Las Vegas, NV, US",Designer,Corporate,16-30,Yes,No Overtime,15.0,"2,000",Full-time,2,21-25,Male,No,"University of Nevada, Las Vegas","University of Nevada, Las Vegas",,2018,36.1672559,-115.148516
8,50000,"Seattle, WA, US",Intern,Corporate,31-50,Yes,,12.0,,Full-time,1,26-30,Female,No,,,,2018,47.6038321,-122.330062
7,62000,"Boston, MA, US",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,"7,500",Full-time,8-10,31-35,Female,Licensed,,,,2018,42.3554334,-71.060511
9,84000,"Los Angeles, CA, US",Project Architect,Boutique,11-15,Yes,No Overtime,15.0,,Full-time,11-15,36-40,Male,Licensed,University of Southern California (USC),,,2018,34.0536909,-118.242766
7,67000,"Los Angeles, CA, US",Project Architect,Boutique,2-5,,,10.0,"2,000",Full-time,11-15,36-40,Female,Licensed,,,,2018,34.0536909,-118.242766
10,50000,"Brooklyn, NY, US",Junior Architect,,2-5,Yes,Unpaid Overtime,10.0,"2,000",Full-time,2,21-25,Female,No,Pratt Institute,,,2018,40.6526006,-73.9497211
7,25000,"Chicago, IL, US",Project Architect,Corporate,11-15,,Unpaid Overtime,12.0,,Full-time,11-15,31-35,Male,No,,,,2018,41.8755616,-87.6244212
8,58500,"Rolla, MO, US",Project Architect,Other,6-10,Yes,No Overtime,21.0,,Full-time,8-10,31-35,Male,Licensed,The University of Tennessee - Knoxville,,,2018,37.9509324,-91.7708076
9,72000,"Chicago, IL, US",Project Manager,,6-10,,Unpaid Overtime,15.0,,,8-10,36-40,Female,Licensed,,University of Illinois at Urbana-Champaign,,2018,41.8755616,-87.6244212
7,92000,"New York, NY, US",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,10.0,"1,000",Full-time,8-10,31-35,Male,Licensed,,,,2018,40.7127281,-74.0060152
9,52000,"New York, NY, US",Junior Architect,Corporate,51-100,Yes,Paid Overtime,15.0,,Full-time,2,26-30,Female,No,The Cooper Union,,,2018,40.7127281,-74.0060152
7,50000,"Miami, FL, US",Designer,Corporate,31-50,Yes,Paid Overtime,18.0,"2,500",Full-time,3,26-30,Female,No,University of Florida,"University of California, Los Angeles (UCLA)",,2018,25.7741728,-80.19362
7,57200,"New York, NY, US",Interior Designer,Corporate,501+,Yes,Paid Overtime,10.0,"3,000",Full-time,3-5,26-30,Female,Licensed,Arizona State University,,,2018,40.7127281,-74.0060152
8,92500,"Seattle, WA, US",Senior Architect,Individual,16-30,Yes,Unpaid Overtime,20.0,"2,250",Full-time,31-40,66-70,Male,Licensed,Washington State University,,,2018,47.6038321,-122.330062
6,89000,"Los Angeles, CA, US",Designer,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,8-10,41-45,Male,Licensed,University of Florida,University of Florida,,2018,34.0536909,-118.242766
7,60000,"Chicago, IL, US",Designer,Corporate,201-500,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,University of Illinois at Chicago,University of Michigan,,2018,41.8755616,-87.6244212
8,62000,"New York, NY, US",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,10.0,"7,000",Full-time,3-5,26-30,Male,No,,,,2018,40.7127281,-74.0060152
5,37000,"New Orleans, LA, US",Designer,Other,11-15,Yes,Paid Overtime,10.0,"1,200",Full-time,< 1,21-25,Female,No,,,,2018,29.9759983,-90.0782127
6,63000,"Cambridge, MA, US",Landscape Architect,Corporate,101-200,Yes,No Overtime,15.0,,Full-time,8-10,31-35,Male,No,,,,2018,42.3656347,-71.1040018
5,55000,"Los Angeles, CA, US",Junior Designer,Boutique,11-15,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Male,No,"California Polytechnic State University, San Luis Obispo",,,2018,34.0536909,-118.242766
7,78000,"San Diego, CA, US",Job Captain,Corporate,201-500,Yes,,10.0,,Full-time,8-10,31-35,Male,No,,,,2018,32.7174202,-117.162772
8,79000,"San Diego, CA, US",Project Architect,,31-50,Yes,,10.0,,Full-time,8-10,31-35,Female,Licensed,,,,2018,32.7174202,-117.162772
10,56000,"Charleston Heights, SC, US",Project Architect,Boutique,2-5,Yes,Paid Overtime,10.0,"3,500",Full-time,3-5,26-30,Male,Licensed,,,,2018,32.8571196,-79.9706434
10,125000,"Norcross, GA, US",Business Manager,Boutique,6-10,Yes,Unpaid Overtime,20.0,,Full-time,26-30,46-50,Male,No,Carnegie Mellon University,,,2018,33.9412127,-84.2135309
8,62000,"Chicago, IL, US",Associate,,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,6-7,26-30,Female,No,,,,2018,41.8755616,-87.6244212
8,80000,"Los Angeles, CA, US",Project Manager,Boutique,31-50,Yes,Unpaid Overtime,10.0,"38,000",Full-time,16-20,41-45,Male,Licensed,,,,2018,34.0536909,-118.242766
5,60000,"Tampa, FL, US",Project Architect,Boutique,16-30,,Unpaid Overtime,14.0,"1,000",Full-time,16-20,51-55,Male,Licensed,University of Florida,The University of Texas at Austin,,2018,27.9477595,-82.458444
7,62000,"New York, NY, US",Junior Architect,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,Licensed,,,,2018,40.7127281,-74.0060152
8,68000,"Woodbridge, NJ, US",Job Captain,Boutique,16-30,Yes,Unpaid Overtime,10.0,"2,000",Full-time,3-5,26-30,Female,No,New Jersey Institute of Technology (NJIT),,,2018,40.5536918,-74.2823573
8,83000,"New York, NY, US",Senior Designer,Starchitect,201-500,Yes,Unpaid Overtime,18.0,"2,500",Full-time,8-10,31-35,Male,No,,,,2018,40.7127281,-74.0060152
6,115000,"Los Angeles, CA, US",Project Architect,Corporate,31-50,Yes,No Overtime,15.0,"5,000",,11-15,41-45,Male,Licensed,,Southern California Institute of Architecture (SCI-Arc),,2018,34.0536909,-118.242766
8,60000,"Los Angeles, CA, US",Office Manager,,16-30,,,,,,3-5,26-30,Female,No,,,,2018,34.0536909,-118.242766
10,120000,"Houston, TX, US",Project Manager,Corporate,501+,Yes,Paid Overtime,25.0,"30,000",Full-time,31-40,56-60,Male,Licensed,Kansas State University,,,2018,29.7589382,-95.3676974
7,60000,"Newport Beach, CA, US",Designer,Boutique,16-30,Yes,Unpaid Overtime,14.0,"2,000",Full-time,3-5,26-30,Female,No,Milwaukee Institute of Art and Design,,,2018,33.6170092,-117.9294401
6,85000,"Short Hills, NJ, US",Project Manager,Boutique,16-30,Yes,Unpaid Overtime,15.0,"2,000",Full-time,11-15,41-45,Male,Licensed,Amherst College,Harvard University,,2018,40.7478786,-74.3254271
8,52000,"Pittsburgh, PA, US",Junior Architect,Boutique,101-200,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,The Pennsylvania State University (Penn State),,,2018,40.4416941,-79.9900861
6,70000,"Pittsburgh, PA, US",Project Manager,Individual,31-50,,Unpaid Overtime,20.0,"3,000",Full-time,16-20,41-45,Male,Licensed,Virginia Polytechnic Institute and State University (Virginia Tech),,,2018,40.4416941,-79.9900861
5,68000,"Pittsburgh, PA, US",Marketing Director,Boutique,101-200,Yes,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Female,No,,,,2018,40.4416941,-79.9900861
8,88000,"Indiana, US",Project Architect,,31-50,Yes,Unpaid Overtime,17.0,"5,000",,11-15,36-40,Male,Licensed,,,,2018,40.3270127,-86.1746933
7,80000,"New York, NY, US",Project Manager,Corporate,51-100,Yes,Paid Overtime,15.0,"6,000",Full-time,8-10,31-35,Female,Licensed,,,,2018,40.7127281,-74.0060152
7,51000,"Fort Worth, TX, US",Intern,Corporate,101-200,Yes,Paid Overtime,10.0,"5,000",Full-time,3-5,21-25,Female,No,The University of Texas at Arlington,The University of Texas at Arlington,,2018,32.753177,-97.3327459
8,37440,"Cleveland, OH, US",Associate,Other,11-15,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Male,No,Kent State University,Kent State University,,2018,41.4996574,-81.6936772
7,60000,"New York, NY, US",Designer,Boutique,11-15,Yes,Unpaid Overtime,10.0,"5,000",Full-time,3-5,26-30,Female,No,The University of Tennessee - Knoxville,,,2018,40.7127281,-74.0060152
7,53000,"New Orleans, LA, US",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,9.0,"1,200",Full-time,3-5,26-30,Female,Licensed,The University of Tennessee - Knoxville,,,2018,29.9759983,-90.0782127
8,65000,"New Orleans, LA, US",Designer,,31-50,Yes,No Overtime,10.0,"1,800",Full-time,8-10,31-35,Female,Licensed,,Massachusetts Institute of Technology (MIT),,2018,29.9759983,-90.0782127
7,50000,"New Orleans, LA, US",Designer,,51-100,Yes,Unpaid Overtime,,,Full-time,3-5,26-30,Female,No,,,,2018,29.9759983,-90.0782127
5,55000,"New York, NY, US",Junior Architect,Individual,2-5,,Unpaid Overtime,15.0,"4,000",Full-time,3,31-35,Female,No,,,,2018,40.7127281,-74.0060152
7,62000,"San Francisco, CA, US",Job Captain,Corporate,31-50,Yes,Paid Overtime,,,Full-time,6-7,26-30,Male,No,,,,2018,37.7792588,-122.4193286
6,43000,"Los Angeles, CA, US",Junior Designer,Boutique,2-5,,Paid Overtime,10.0,"1,000",Full-time,2,31-35,Female,No,Southern California Institute of Architecture (SCI-Arc),,,2018,34.0536909,-118.242766
8,72800,"San Jose, CA, US",Associate,Corporate,501+,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,"California State Polytechnic University, Pomona",,,2018,37.3361663,-121.890591
10,55500,"New Haven, CT, US",Project Architect,Corporate,31-50,Yes,No Overtime,16.0,"4,500",Full-time,3-5,26-30,Female,Licensed,University of Illinois at Chicago,University of Wisconsin-Milwaukee,,2018,41.3082138,-72.9250518
1,72000,"Chicago, IL, US",Project Architect,Boutique,16-30,Yes,No Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,University of Illinois at Chicago,University of Wisconsin-Milwaukee,,2018,41.8755616,-87.6244212
7,68000,"Chicago, IL, US",Project Architect,Corporate,51-100,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,University of Illinois at Chicago,University of Wisconsin-Milwaukee,,2018,41.8755616,-87.6244212
9,49000,"Philadelphia, PA, US",Designer,Boutique,11-15,Yes,No Overtime,10.0,,Full-time,< 1,26-30,Male,No,,University of Pennsylvania,,2018,39.9527237,-75.1635262
6,65000,"Portland, OR, US",Job Captain,,101-200,Yes,Unpaid Overtime,15.0,"3,000",Full-time,6-7,36-40,Male,Licensed,,,,2018,45.5202471,-122.674194
9,58000,"New York, NY, US",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,,Full-time,3-5,21-25,Male,No,Northeastern University,,,2018,40.7127281,-74.0060152
10,62000,"Manhattan, KS, US",Project Architect,Other,2-5,Yes,Unpaid Overtime,20.0,"6,200",Full-time,3-5,26-30,Male,Licensed,Kansas State University,Kansas State University,,2018,39.1836082,-96.5716694
10,70720,"Los Angeles, CA, US",Project Manager,Boutique,2-5,,,10.0,"2,000",Full-time,8-10,26-30,Female,No,,,,2018,34.0536909,-118.242766
8,80000,"Seattle, WA, US",Project Architect,Individual,51-100,Yes,Paid Overtime,15.0,"3,000",Full-time,6-7,31-35,Female,Licensed,Ball State University,University of Washington,,2018,47.6038321,-122.330062
6,44000,"Aurora, IL, US",Intern,Corporate,16-30,Yes,,8.0,,Full-time,1,21-25,Female,No,Southern Illinois University Carbondale,University of Wisconsin-Milwaukee,,2018,41.7571701,-88.3147539
7,53500,"Baltimore, MD, US",Project Architect,Corporate,51-100,Yes,,15.0,"2,000",Full-time,3-5,26-30,Male,No,"University of Maryland School of Architecture, Planning and Preservation",,,2018,39.2908816,-76.610759
3,62000,"Kansas City, MO, US",Project Architect,,101-200,,,,,,8-10,31-35,Male,No,,,,2018,39.100105,-94.5781416
5,54000,"Los Angeles, CA, US",Junior Designer,Corporate,501+,Yes,Unpaid Overtime,17.0,,Full-time,< 1,21-25,Female,No,University of Southern California (USC),,,2018,34.0536909,-118.242766
7,52000,"Chicago, IL, US",Junior Architect,Boutique,11-15,Yes,Unpaid Overtime,9.0,,Full-time,3,21-25,Male,No,University of Cincinnati,University of Michigan,,2018,41.8755616,-87.6244212
8,80000,"New York, NY, US",Project Manager,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,6-7,36-40,Male,No,,Clemson University,,2018,40.7127281,-74.0060152
8,52000,"Santa Monica, CA, US",Designer,Boutique,2-5,,No Overtime,,,Full-time,< 1,26-30,Male,No,Savannah College of Art and Design,University of Pennsylvania,,2018,34.0194704,-118.491227
6,63000,"New York, NY, US",Designer,Boutique,31-50,Yes,No Overtime,10.0,"3,000",Full-time,3,21-25,Female,No,,,,2018,40.7127281,-74.0060152
6,45000,"New York, NY, US",Designer,Boutique,2-5,Yes,,,,Full-time,1,21-25,Male,No,,,,2018,40.7127281,-74.0060152
8,100000,"New York, NY, US",Project Manager,Boutique,16-30,Yes,Unpaid Overtime,15.0,,,16-20,41-45,Female,No,,,,2018,40.7127281,-74.0060152
7,75000,"San Francisco, CA, US",Designer,Boutique,11-15,Yes,Paid Overtime,,"3,000",Full-time,3,26-30,Male,No,,,,2018,37.7792588,-122.4193286
7,53000,"New York, NY, US",Designer,Starchitect,16-30,Yes,Unpaid Overtime,15.0,,Full-time,6-7,36-40,Female,Licensed,,Harvard University,,2018,40.7127281,-74.0060152
8,40000,"Los Angeles, CA, US",Associate,Starchitect,11-15,Yes,Unpaid Overtime,8.0,,Full-time,6-7,31-35,Male,Licensed,"University of California, Los Angeles (UCLA)",SCI-FI - SCI-Arc's post graduate program,,2018,34.0536909,-118.242766
7,74000,"San Francisco, CA, US",Project Architect,,101-200,Yes,Unpaid Overtime,15.0,"4,000",Full-time,6-7,26-30,Female,No,Escola Tècnica Superior d'Arquitectura de Barcelona (ETSAB),Escola Tècnica Superior d'Arquitectura de Barcelona (ETSAB),Politecnico di Milano,2018,37.7792588,-122.4193286
10,52000,"Topeka, KS, US",Designer,Corporate,101-200,Yes,Unpaid Overtime,,"1,000",Full-time,3-5,26-30,Female,No,Korea National University of Arts,Kansas State University,,2018,39.049011,-95.677556
9,83000,"San Francisco, CA, US",Associate,Boutique,6-10,Yes,Paid Overtime,14.0,"1,500",Full-time,3-5,31-35,Female,No,,,,2018,37.7792588,-122.4193286
5,58000,"Knoxville, TN, US",Project Manager,Corporate,2-5,,,,,Full-time,11-15,41-45,Male,Licensed,,,,2018,35.9603948,-83.9210261
8,50000,"Pittsburgh, PA, US",Junior Designer,Corporate,31-50,Yes,Unpaid Overtime,24.0,"1,000",Full-time,3-5,26-30,Female,No,Kent State University,Kent State University,,2018,40.4416941,-79.9900861
6,58000,"Pittsburgh, PA, US",Junior Architect,Boutique,101-200,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,The Pennsylvania State University (Penn State),,,2018,40.4416941,-79.9900861
9,42000,"Chicago, IL, US",Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,800,Full-time,1,21-25,Female,No,,,,2018,41.8755616,-87.6244212
10,65000,"New York, NY, US",Designer,,51-100,,,,,,3,31-35,Female,No,,Yale University,,2018,40.7127281,-74.0060152
10,156000,"San Francisco, CA, US",Partner,Corporate,51-100,Yes,No Overtime,25.0,"25,000",Full-time,11-15,41-45,Male,Licensed,,,,2018,37.7792588,-122.4193286
7,45760,"Yakima, WA, US",Intern,Other,11-15,Yes,Paid Overtime,14.0,"2,000",Full-time,3,26-30,Female,No,Montana State University,Montana State University,,2018,46.601557,-120.510842
6,39925,"Jacksonville, FL, US",Intermediate Designer,Corporate,501+,Yes,,12.0,,Full-time,3,26-30,Female,No,University of Florida,,,2018,30.3321838,-81.655651
7,49000,"Salem, MA, US",Intern,Boutique,11-15,,,,,Full-time,1,18-20,Female,No,Wentworth Institute of Technology,,,2018,42.5195292,-70.8967226
6,52500,"Seattle, WA, US",Designer,Corporate,501+,Yes,Paid Overtime,17.0,,Full-time,2,21-25,Female,No,,,,2018,47.6038321,-122.330062
7,39520,"Duluth, GA, US",Intern,Other,2-5,,Paid Overtime,5.0,,Full-time,3-5,31-35,Female,No,"King Monkut's Institute of Technology Ladkrabang, Faculty of Architecture",,,2018,34.0028569,-84.1441046
7,52000,"New York, NY, US",Project Manager,Individual,2-5,,Unpaid Overtime,,"1,000",Full-time,< 1,21-25,Female,No,City College of New York (CCNY),,,2018,40.7127281,-74.0060152
7,70000,"New York, NY, US",Intermediate Architect,,2-5,,,17.0,"2,000",,3-5,31-35,Female,No,,,,2018,40.7127281,-74.0060152
9,53500,"Saint Paul, MN, US",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,15.0,,Full-time,3,26-30,Female,Licensed,,,,2018,44.9497487,-93.0931028
10,57500,"Madison, WI, US",Junior Architect,Corporate,101-200,Yes,,15.0,,Full-time,3,26-30,Female,No,,,,2018,43.074761,-89.3837613
8,66000,"Washington, DC, US",Project Architect,,101-200,,,,,,11-15,36-40,Male,No,,,,2018,38.8950368,-77.0365427
6,55150,"Cleveland, OH, US",Project Architect,,16-30,Yes,Paid Overtime,14.0,,Full-time,11-15,36-40,Female,Licensed,Kent State University,Kent State University,,2018,41.4996574,-81.6936772
6,78000,"New York, NY, US",Intermediate Designer,Boutique,31-50,Yes,No Overtime,14.0,,Full-time,8-10,31-35,Female,No,"Fashion Institute of Technology, State University of New York",,,2018,40.7127281,-74.0060152
9,80000,"San Francisco, CA, US",Designer,,101-200,Yes,,,"6,000",,8-10,31-35,Female,No,,,,2018,37.7792588,-122.4193286
6,62000,"Baltimore, MD, US",Junior Architect,Other,31-50,Yes,Paid Overtime,12.0,"1,500",Full-time,3-5,26-30,Female,No,Virginia Polytechnic Institute and State University (Virginia Tech),Virginia Polytechnic Institute and State University (Virginia Tech),,2018,39.2908816,-76.610759
6,70000,"Washington, DC, US",Intermediate Architect,Other,101-200,Yes,Unpaid Overtime,14.0,"2,000",Full-time,6-7,31-35,Female,No,,,,2018,38.8950368,-77.0365427
4,115000,"New York, NY, US",Project Architect,Corporate,501+,Yes,No Overtime,,,Full-time,16-20,36-40,Male,Licensed,,,,2018,40.7127281,-74.0060152
7,84000,"Dallas, TX, US",Project Architect,Boutique,51-100,Yes,Unpaid Overtime,20.0,"16,000",Full-time,8-10,31-35,Male,Licensed,,,,2018,32.7762719,-96.7968559
3,72000,"Los Angeles, CA, US",Project Manager,Individual,16-30,Yes,Unpaid Overtime,13.0,,Full-time,8-10,36-40,Female,No,,,,2018,34.0536909,-118.242766
