Job Satisfaction,Salary,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Year,Latitude,Longitude
10,50000,"Seattle, WA, US",Designer,Other,6-10,Yes,No Overtime,15.0,"5,000",Full-time,8-10,36-40,Male,No,University of Washington,University of Washington,,2013,47.6038321,-122.330062
8,60000,"Los Angeles, CA, US",Designer,Other,51-100,Yes,Paid Overtime,,"2,000",Full-time,6-7,31-35,Male,No,"California Polytechnic State University, San Luis Obispo",,,2013,34.0536909,-118.242766
6,56000,"Utah, US",Job Captain,Corporate,51-100,,Unpaid Overtime,15.0,"1,200",Full-time,3-5,31-35,Male,No,,,,2013,39.4225192,-111.714358
7,33280,"Phoenix, AZ, US",Intern,Other,6-10,,Paid Overtime,14.0,"2,000",Full-time,6-7,31-35,Male,No,Arizona State University,Arizona State University,,2013,33.4484367,-112.074141
4,80000,"New York, NY, US",Project Manager,Boutique,16-30,Yes,,18.0,"5,000",Full-time,11-15,31-35,Female,No,,,,2013,40.7127281,-74.0060152
8,45000,"Albany, NY, US",Intern,Corporate,501+,Yes,,15.0,900,Full-time,2,26-30,Male,No,,,,2013,42.6511674,-73.754968
8,52000,"Austin, TX, US",Designer,Boutique,11-15,Yes,Unpaid Overtime,10.0,"5,000",Full-time,6-7,31-35,Male,No,The University of Texas at Austin,,,2013,30.2711286,-97.7436995
8,48000,"Santa Monica, CA, US",Job Captain,Corporate,501+,Yes,Unpaid Overtime,15.0,"1,000",Full-time,2,21-25,Male,No,"California State Polytechnic University, Pomona",,,2013,34.0194704,-118.491227
7,75000,"New York, NY, US",Project Manager,Boutique,6-10,Yes,No Overtime,10.0,"1,000",Full-time,8-10,31-35,Male,No,,,,2013,40.7127281,-74.0060152
6,71000,"San Francisco, CA, US",Intermediate Designer,Corporate,501+,Yes,No Overtime,15.0,"2,000",Full-time,11-15,36-40,Female,No,,Texas A&M University,,2013,37.7792588,-122.4193286
7,90000,"New York, NY, US",Associate,,16-30,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,Licensed,,,,2013,40.7127281,-74.0060152
6,170000,"Newton Center, MA, US",Owner,Individual,1,Yes,Paid Overtime,50.0,,Full-time,16-20,41-45,Male,Licensed,,Boston Architectural College (BAC),,2013,41.4475779,-75.783805
5,75000,"San Francisco, CA, US",Associate,Boutique,16-30,Yes,No Overtime,18.0,"5,000",Full-time,6-7,31-35,Male,Licensed,,"University of California, Berkeley",,2013,37.7792588,-122.4193286
7,120000,"New York, NY, US",Senior Architect,Boutique,6-10,Yes,Unpaid Overtime,15.0,"5,000",Full-time,8-10,31-35,Female,No,Savannah College of Art and Design,Savannah College of Art and Design,,2013,40.7127281,-74.0060152
6,55000,"San Francisco, CA, US",Designer,Individual,2-5,,Unpaid Overtime,,"5,000",,3-5,26-30,Male,No,,,,2013,37.7792588,-122.4193286
7,81600,"Plantation, FL, US",Designer,Corporate,2-5,,No Overtime,,,Full-time,26-30,51-55,Male,No,Facultad de Arquitectura y Urbanismo,Facultad de Arquitectura y Urbanismo,,2013,27.0637262,-82.3651631
10,200000,"Phoenix, AZ, US",Owner,,1,,Paid Overtime,,,Full-time,16-20,41-45,Male,Licensed,,,,2013,33.4484367,-112.074141
9,230000,"Seattle, WA, US",Principal,Boutique,11-15,Yes,,20.0,"20,000",,21-25,51-55,Male,Licensed,,,,2013,47.6038321,-122.330062
10,40000,"Napa, CA, US",Junior Architect,Individual,1,Yes,Paid Overtime,14.0,,Full-time,2,26-30,Male,No,Montana State University,Montana State University,,2013,38.2971367,-122.2855293
4,55000,"San Diego, CA, US",Designer,Corporate,101-200,Yes,No Overtime,10.0,"3,500",Full-time,3-5,26-30,Male,Licensed,,,,2013,32.7174202,-117.162772
7,40600,"Portland, OR, US",BIM Specialist,Other,6-10,Yes,Paid Overtime,10.0,"8,000",Full-time,3,31-35,Female,No,,University of Oregon in Portland,,2013,45.5202471,-122.674194
7,90000,"New York, NY, US",Associate,Other,31-50,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Licensed,,,,2013,40.7127281,-74.0060152
7,57000,"New York, NY, US",Intermediate Architect,,31-50,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,Carnegie Mellon University,,,2013,40.7127281,-74.0060152
10,65500,"Seattle, WA, US",Project Architect,,51-100,Yes,Paid Overtime,25.0,,Full-time,8-10,31-35,Male,No,The University of Texas at Austin,,,2013,47.6038321,-122.330062
5,40500,"Portland, OR, US",Intermediate Designer,Corporate,501+,Yes,Paid Overtime,15.0,"1,500",Full-time,3,26-30,Male,No,Portland State University,,,2013,45.5202471,-122.674194
8,60000,"Santa Fe, NM, US",Senior Architect,Boutique,2-5,,No Overtime,5.0,,Full-time,8-10,31-35,Male,No,,,,2013,35.6876096,-105.938456
7,80000,"Los Angeles, CA, US",Project Manager,Other,11-15,Yes,Unpaid Overtime,17.0,"2,500",Full-time,11-15,31-35,Male,Licensed,Carnegie Mellon University,,,2013,34.0536909,-118.242766
8,90000,"Scottsdale, AZ, US",Office Manager,Corporate,11-15,Yes,,25.0,"20,000",Full-time,8-10,31-35,Male,No,Arizona State University,,,2013,33.4942189,-111.926018
7,48000,"New York, NY, US",Intermediate Architect,Boutique,6-10,,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,No,,,,2013,40.7127281,-74.0060152
1,65000,"Greenwich, CT, US",Project Manager,Individual,11-15,Yes,No Overtime,10.0,"6,000",Full-time,3,26-30,Female,No,Pratt Institute,Columbia University,,2013,41.0264862,-73.6284598
7,50000,"Los Angeles, CA, US",Project Manager,Boutique,6-10,,Unpaid Overtime,9.0,"1,000",Full-time,8-10,31-35,Male,No,University of Southern California (USC),University of London,,2013,34.0536909,-118.242766
7,60000,"Cincinnati, OH, US",Owner,Individual,1,,No Overtime,20.0,,Freelance,26-30,51-55,Male,Licensed,University of Cincinnati,,,2013,39.1014537,-84.5124602
8,33280,"Riverside, CA, US",Draftsperson,Individual,2-5,,Paid Overtime,,,Full-time,1,26-30,Male,No,NewSchool of Architecture + Design,,,2013,33.9824949,-117.374238
3,57175,"Chicago, IL, US",Project Architect,,16-30,,Unpaid Overtime,,,Full-time,8-10,26-30,Female,Licensed,,,,2013,41.8755616,-87.6244212
9,40000,"New York, NY, US",Interior Architect,Boutique,1,,,30.0,,Freelance,8-10,31-35,Female,No,,,,2013,40.7127281,-74.0060152
8,63000,"Ann Arbor, MI, US",Intermediate Architect,Other,31-50,Yes,Unpaid Overtime,30.0,,Full-time,3,36-40,Male,Licensed,University of Michigan,Lawrence Technological University,,2013,42.2813722,-83.7484616
6,30000,"Miami, FL, US",Intermediate Designer,Boutique,6-10,Yes,Unpaid Overtime,7.0,"7,000",Full-time,8-10,26-30,Female,No,University of Southern California (USC),,,2013,25.7741728,-80.19362
3,73000,"Portland Heights, OR, US",Senior Architect,Boutique,11-15,,,15.0,"2,400",Full-time,11-15,41-45,Male,No,Bennington College,Columbia University,,2013,45.51017,-122.6981309
3,22800,"Charlotte, NC, US",Junior Designer,Other,6-10,Yes,Unpaid Overtime,7.0,,Full-time,2,21-25,Female,Licensed,,,,2013,35.2272086,-80.8430827
7,43680,"Bakersfield, CA, US",Draftsperson,Other,31-50,Yes,Paid Overtime,15.0,,Full-time,1,26-30,Male,No,,,,2013,35.3738712,-119.019463
8,40000,"Houston, TX, US",Junior Architect,Individual,2-5,,Paid Overtime,20.0,,Full-time,2,26-30,Female,No,,University of Houston,,2013,29.7589382,-95.3676974
6,58000,"New York, NY, US",Project Manager,Boutique,11-15,Yes,Paid Overtime,16.0,,Full-time,6-7,26-30,Female,No,,,,2013,40.7127281,-74.0060152
10,46000,"Washington, DC, US",Junior Architect,,2-5,Yes,No Overtime,10.0,,Full-time,3-5,26-30,Female,No,,,,2013,38.8950368,-77.0365427
6,48000,"Los Angeles, CA, US",Designer,Corporate,501+,Yes,Unpaid Overtime,12.0,"6,000",Full-time,3-5,31-35,Female,No,Southern California Institute of Architecture (SCI-Arc),,,2013,34.0536909,-118.242766
8,60000,"New York, NY, US",Project Manager,Boutique,6-10,,No Overtime,10.0,"1,000",Full-time,8-10,31-35,Male,No,The University of Texas at Austin,,,2013,40.7127281,-74.0060152
7,57500,"San Francisco, CA, US",Junior Architect,Corporate,201-500,Yes,Unpaid Overtime,10.0,,Full-time,2,26-30,Male,No,Pratt Institute,,,2013,37.7792588,-122.4193286
8,70000,"New York, NY, US",Project Architect,Boutique,6-10,Yes,Unpaid Overtime,,,Full-time,6-7,31-35,Male,Licensed,,"University of California, Berkeley",,2013,40.7127281,-74.0060152
6,55000,"Atlanta, GA, US",Project Architect,Corporate,31-50,Yes,Unpaid Overtime,10.0,,Full-time,11-15,31-35,Female,Licensed,Georgia Institute of Technology,Georgia Institute of Technology,,2013,33.7489924,-84.3902644
3,40000,"Atlanta, GA, US",Intermediate Architect,,2-5,,No Overtime,,,Full-time,8-10,31-35,Female,Licensed,,,,2013,33.7489924,-84.3902644
3,44600,"Seattle, WA, US",Project Architect,Other,101-200,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Male,Licensed,"California Polytechnic State University, San Luis Obispo",,,2013,47.6038321,-122.330062
7,80000,"New York, NY, US",Senior Architect,Boutique,2-5,,Paid Overtime,,"1,200",Freelance,21-25,46-50,Male,No,Pratt Institute,,,2013,40.7127281,-74.0060152
8,45000,"San Francisco, CA, US",Junior Designer,Boutique,11-15,Yes,Unpaid Overtime,15.0,"2,250",Full-time,2,31-35,Female,No,,University of Michigan,,2013,37.7792588,-122.4193286
5,36000,"Brooklyn, NY, US",Associate,Boutique,2-5,,,,,Full-time,3-5,26-30,Female,No,,,,2013,40.6526006,-73.9497211
4,62000,"New York, NY, US",Job Captain,,6-10,Yes,Paid Overtime,10.0,"2,000",Full-time,6-7,31-35,Female,No,,,,2013,40.7127281,-74.0060152
8,85000,"Los Angeles, CA, US",Interior Designer,Individual,1,,,,,Full-time,8-10,26-30,Female,No,San Diego State University (SDSU),,,2013,34.0536909,-118.242766
8,40000,"Cleveland, OH, US",Associate,,31-50,,,,,,3,21-25,Male,No,,,,2013,41.4996574,-81.6936772
10,300000,"Pasadena, CA, US",Owner,Other,6-10,Yes,Unpaid Overtime,15.0,"100,000",Full-time,11-15,31-35,Male,Licensed,,University of Southern California (USC),,2013,34.1476507,-118.144155
2,66000,"Washington, DC, US",Project Architect,,11-15,Yes,No Overtime,15.0,,Full-time,11-15,31-35,Male,Licensed,,,,2013,38.8950368,-77.0365427
7,33280,"Santa Ana, CA, US",Draftsperson,Individual,2-5,Yes,Unpaid Overtime,,,Full-time,1,31-35,Male,No,,,,2013,33.7494951,-117.873221
9,46000,"Washington, DC, US",Intern,Boutique,16-30,Yes,No Overtime,20.0,"3,000",Full-time,< 1,26-30,Male,No,University of Wisconsin La Crosse,Arizona State University,,2013,38.8950368,-77.0365427
7,90000,"Baltimore, MD, US",Senior Architect,Corporate,501+,Yes,No Overtime,15.0,,Full-time,31-40,61-65,Male,Licensed,The Pennsylvania State University (Penn State),University of Arizona,,2013,39.2908816,-76.610759
7,69000,"Washington, DC, US",Designer,Corporate,51-100,Yes,Unpaid Overtime,20.0,"1,500",Full-time,11-15,31-35,Female,No,Miami University,,,2013,38.8950368,-77.0365427
7,60000,"Albuquerque, NM, US",Project Manager,Corporate,16-30,Yes,Unpaid Overtime,21.0,"1,000",Full-time,11-15,36-40,Male,Licensed,,,,2013,35.0841034,-106.650985
7,85000,"Cincinnati, OH, US",Senior Architect,Individual,51-100,,No Overtime,,,Freelance,26-30,51-55,Male,Licensed,Ball State University,,,2013,39.1014537,-84.5124602
7,40000,"New York, NY, US",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,5.0,"1,500",Full-time,2,21-25,Male,No,Auburn University,,,2013,40.7127281,-74.0060152
3,75000,"San Francisco, CA, US",BIM Specialist,Corporate,101-200,,No Overtime,15.0,"15,000",Full-time,2,26-30,Male,No,Arizona State University,"University of California, Berkeley",,2013,37.7792588,-122.4193286
3,25000,"San Juan, PR, US",Designer,Corporate,6-10,Yes,Paid Overtime,14.0,500,Full-time,3-5,26-30,Female,Licensed,,,,2013,18.465299,-66.116666
4,82000,"New York, NY, US",Project Architect,Individual,2-5,Yes,Unpaid Overtime,10.0,"1,000",Full-time,11-15,31-35,Female,Licensed,Virginia Polytechnic Institute and State University (Virginia Tech),,,2013,40.7127281,-74.0060152
6,76000,"Chicago, IL, US",BIM Specialist,Corporate,201-500,Yes,Unpaid Overtime,,"2,000",Full-time,11-15,36-40,Male,Licensed,,,,2013,41.8755616,-87.6244212
7,58000,"San Francisco, CA, US",Junior Architect,Corporate,201-500,Yes,Paid Overtime,,,Full-time,3-5,26-30,Female,No,,,,2013,37.7792588,-122.4193286
10,42000,"Boston, MA, US",Designer,Corporate,51-100,Yes,Unpaid Overtime,14.0,,Full-time,3-5,26-30,Male,No,Lawrence Technological University,Boston Architectural College (BAC),,2013,42.3554334,-71.060511
7,43000,"Washington, DC, US",Junior Architect,Boutique,11-15,Yes,Unpaid Overtime,10.0,,Full-time,3-5,36-40,Female,No,The Catholic University of America,,,2013,38.8950368,-77.0365427
6,20800,"Los Angeles, CA, US",Intern,Individual,6-10,,No Overtime,,,Full-time,< 1,21-25,Female,Licensed,,,,2013,34.0536909,-118.242766
10,130000,"Seattle, WA, US",Business Manager,,101-200,Yes,Unpaid Overtime,20.0,"30,000",Full-time,16-20,46-50,Female,Licensed,,,,2013,47.6038321,-122.330062
4,56500,"New York, NY, US",Landscape Architect,Boutique,6-10,Yes,No Overtime,10.0,,Full-time,6-7,36-40,Female,No,University of Washington,University of Pennsylvania,,2013,40.7127281,-74.0060152
1,78000,"New York, NY, US",Senior Architect,Starchitect,16-30,Yes,Unpaid Overtime,21.0,,,8-10,36-40,Female,Licensed,,Harvard University,,2013,40.7127281,-74.0060152
8,56500,"Boston, MA, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Female,Licensed,,,,2013,42.3554334,-71.060511
4,40000,"Chicago, IL, US",Designer,Boutique,11-15,Yes,Unpaid Overtime,5.0,"1,500",Full-time,1,31-35,Female,No,,,,2013,41.8755616,-87.6244212
6,47000,"New York, NY, US",Technical Architect,Individual,6-10,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Female,No,,,,2013,40.7127281,-74.0060152
6,75000,"New York, NY, US",Interior Architect,Boutique,6-10,,No Overtime,14.0,,Full-time,8-10,31-35,Female,No,,Pratt Institute,,2013,40.7127281,-74.0060152
4,88000,"New York, NY, US",Senior Designer,Boutique,6-10,,Unpaid Overtime,14.0,,Full-time,8-10,31-35,Female,No,Kent State University,,,2013,40.7127281,-74.0060152
7,36000,"Harrisburg, PA, US",Intern,,6-10,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Male,No,Carnegie Mellon University,,,2013,40.2663107,-76.8861122
2,40000,"South Bend, IN, US",Junior Designer,Individual,2-5,Yes,Unpaid Overtime,10.0,"3,000",Full-time,3-5,26-30,Female,No,Lawrence Technological University,Lawrence Technological University,,2013,41.6833813,-86.2500066
6,45000,"Washington, DC, US",Technical Architect,Corporate,51-100,Yes,Paid Overtime,10.0,"1,000",Full-time,3-5,26-30,Female,No,,,,2013,38.8950368,-77.0365427
4,106000,"New York, NY, US",Project Architect,Individual,2-5,,No Overtime,10.0,,Full-time,11-15,41-45,Male,Licensed,,,,2013,40.7127281,-74.0060152
10,57000,"Virginia, US",Project Architect,Boutique,2-5,Yes,Unpaid Overtime,21.0,"3,000",Full-time,8-10,31-35,Female,Licensed,University of Michigan,Virginia Polytechnic Institute and State University (Virginia Tech),,2013,37.1232245,-78.4927721
8,64000,"Miami, FL, US",Project Architect,Other,31-50,,No Overtime,,"1,500",Full-time,8-10,31-35,Male,No,Florida Atlantic University,,,2013,25.7741728,-80.19362
3,50000,"Emeryville, CA, US",Designer,Individual,2-5,Yes,No Overtime,13.0,,Full-time,3-5,26-30,Male,No,University of Michigan,,,2013,37.8314089,-122.2865266
10,34500,"Salem, OR, US",Intern,Corporate,11-15,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Female,No,,,,2013,44.9391565,-123.033121
8,72000,"New York, NY, US",Project Manager,Individual,11-15,Yes,Unpaid Overtime,10.0,"3,000",Full-time,3,31-35,Female,No,,,,2013,40.7127281,-74.0060152
4,33000,"Austin, TX, US",Project Manager,Other,6-10,Yes,Paid Overtime,5.0,500,Full-time,6-7,26-30,Female,No,University of Houston,,,2013,30.2711286,-97.7436995
8,42000,"New York, NY, US",Intern,Individual,2-5,,,,,Full-time,3-5,21-25,Male,No,Massachussets College of Art and Design,,,2013,40.7127281,-74.0060152
7,52000,"Buffalo, NY, US",Junior Architect,Boutique,2-5,,Paid Overtime,14.0,,Full-time,11-15,31-35,Male,No,University at Buffalo,Boston Architectural College (BAC),,2013,42.8867166,-78.8783922
5,62500,"Dallas, TX, US",Project Architect,Other,6-10,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Male,Licensed,,,,2013,32.7762719,-96.7968559
5,15000,"Los Angeles, CA, US",Owner,,1,,,,,,11-15,36-40,Female,Licensed,,,,2013,34.0536909,-118.242766
8,88000,"Los Angeles, CA, US",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,14.0,,Full-time,16-20,41-45,Female,No,"California Polytechnic State University, San Luis Obispo",,,2013,34.0536909,-118.242766
5,70000,"Atlanta, GA, US",Project Architect,Corporate,51-100,,,15.0,,Full-time,11-15,36-40,Female,No,,,,2013,33.7489924,-84.3902644
7,96000,"New York, NY, US",Landscape Architect,Boutique,51-100,Yes,Unpaid Overtime,15.0,"8,000",Full-time,3-5,31-35,Female,No,The University of Chicago,Harvard University,,2013,40.7127281,-74.0060152
7,58000,"New York, NY, US",Designer,,51-100,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Male,No,,,,2013,40.7127281,-74.0060152
9,46000,"New York, NY, US",Junior Designer,Starchitect,16-30,Yes,No Overtime,28.0,,Full-time,1,26-30,Male,No,Texas Tech University,Columbia University,,2013,40.7127281,-74.0060152
6,56500,"New York, NY, US",Project Manager,,16-30,Yes,,18.0,"1,500",,3-5,26-30,Male,No,,,,2013,40.7127281,-74.0060152
2,37500,"New York, NY, US",Junior Designer,Boutique,31-50,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Male,No,,,,2013,40.7127281,-74.0060152
5,41500,"South Carolina, US",Intern,Corporate,101-200,Yes,Unpaid Overtime,,,Full-time,1,21-25,Male,No,Auburn University,,,2013,33.6874388,-80.4363743
1,74000,"Maryland, US",Intermediate Architect,Corporate,16-30,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,No,,,,2013,39.5162401,-76.9382069
8,63500,"Portland, OR, US",Project Architect,Corporate,101-200,Yes,Paid Overtime,15.0,"2,000",Full-time,16-20,46-50,Male,Licensed,University of Oregon,,,2013,45.5202471,-122.674194
4,60000,"Sacramento, CA, US",Project Manager,Corporate,11-15,Yes,Unpaid Overtime,,,Full-time,11-15,36-40,Male,No,,,,2013,38.5810606,-121.493895
7,45000,"New York, NY, US",Junior Architect,Individual,11-15,Yes,Unpaid Overtime,10.0,,Full-time,2,26-30,Female,No,,,,2013,40.7127281,-74.0060152
8,84000,"New York, NY, US",Senior Architect,Boutique,51-100,Yes,Unpaid Overtime,15.0,"1,000",Full-time,11-15,36-40,Female,Licensed,,,,2013,40.7127281,-74.0060152
6,53000,"New York, NY, US",Project Architect,Other,31-50,Yes,Unpaid Overtime,15.0,"1,500",Full-time,3-5,31-35,Female,No,,Columbia University,,2013,40.7127281,-74.0060152
3,120000,"New York, NY, US",Senior Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,"12,000",Full-time,16-20,51-55,Female,Licensed,,The University of Texas at Austin,,2013,40.7127281,-74.0060152
1,45000,"Rochester, NY, US",Associate,Corporate,6-10,Yes,No Overtime,15.0,500,Full-time,11-15,36-40,Male,Licensed,University at Buffalo,,,2013,43.157285,-77.615214
7,95000,"New York, NY, US",Project Manager,Other,501+,Yes,Paid Overtime,15.0,"10,000",Full-time,11-15,41-45,Female,Licensed,Academy Of Art University,,,2013,40.7127281,-74.0060152
3,55000,"San Francisco, CA, US",Designer,Corporate,51-100,Yes,Paid Overtime,14.0,"2,500",Full-time,3-5,31-35,Male,No,,Arizona State University,,2013,37.7792588,-122.4193286
5,50000,"Washington, DC, US",Job Captain,Corporate,16-30,Yes,Unpaid Overtime,12.0,500,Full-time,2,31-35,Male,No,Florida A&M University,Florida A&M University,,2013,38.8950368,-77.0365427
7,60000,"New York, NY, US",Intermediate Architect,Other,31-50,Yes,Unpaid Overtime,15.0,"2,000",Full-time,3-5,26-30,Female,Licensed,The University of Texas at Austin,,,2013,40.7127281,-74.0060152
7,62400,"Detroit, MI, US",Project Architect,Corporate,31-50,Yes,Paid Overtime,10.0,,Full-time,6-7,31-35,Male,No,,,,2013,42.3315509,-83.0466403
3,64000,"San Francisco, CA, US",Senior Designer,Other,6-10,Yes,Paid Overtime,12.0,,Full-time,3-5,31-35,Male,No,,,,2013,37.7792588,-122.4193286
6,80000,"Boston, MA, US",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,20.0,"5,000",Full-time,21-25,51-55,Female,Licensed,,Harvard University,,2013,42.3554334,-71.060511
5,54000,"Saint James, NY, US",Interior Designer,,2-5,,,,,,3-5,26-30,Female,No,,,,2013,40.8789871,-73.1567778
6,42000,"New York, NY, US",Intern,Boutique,6-10,Yes,Unpaid Overtime,,,Full-time,3,21-25,Female,No,,,,2013,40.7127281,-74.0060152
6,52000,"Fort Lauderdale, FL, US",CAD Manager,Individual,2-5,,No Overtime,7.0,,Full-time,26-30,56-60,Male,No,,,,2013,26.1223084,-80.1433786
8,55000,"New York, NY, US",Interior Designer,Boutique,11-15,Yes,Unpaid Overtime,10.0,"3,000",Full-time,3-5,26-30,Female,No,American University,Chelsea College of Art And Design,,2013,40.7127281,-74.0060152
9,42000,"Raleigh, NC, US",Designer,Individual,2-5,,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,North Carolina State University,"University of California, Berkeley",,2013,35.7803977,-78.6390989
8,60000,"New York, NY, US",Marketing Director,Starchitect,101-200,Yes,No Overtime,15.0,,Full-time,3,26-30,Female,No,,,,2013,40.7127281,-74.0060152
8,100000,"New Jersey, US",Senior Architect,Boutique,16-30,Yes,Unpaid Overtime,20.0,"5,000",Full-time,11-15,36-40,Male,Licensed,,Columbia University,,2013,40.0757384,-74.4041622
3,32000,"Manhattan, KS, US",Interior Architect,Other,1,Yes,Paid Overtime,14.0,,Full-time,2,26-30,Female,No,Eastern Michigan University,NewSchool of Architecture + Design,,2013,39.1836082,-96.5716694
9,52500,"New York, NY, US",Designer,Other,16-30,Yes,Unpaid Overtime,10.0,,Full-time,3,26-30,Female,No,University of Michigan,The University of Texas at Austin,,2013,40.7127281,-74.0060152
4,42000,"New York, NY, US",Junior Architect,,2-5,Yes,No Overtime,,"1,000",,3,26-30,Male,No,Rensselaer Polytechnic Institute,,,2013,40.7127281,-74.0060152
9,43000,"New York, NY, US",Intermediate Designer,Boutique,6-10,Yes,No Overtime,10.0,"1,000",Full-time,2,26-30,Male,No,Kent State University,The Ohio State University,,2013,40.7127281,-74.0060152
8,58000,"New York, NY, US",Interior Designer,Individual,1,,No Overtime,,,Freelance,21-25,51-55,Female,Licensed,,,,2013,40.7127281,-74.0060152
2,42000,"Chicago, IL, US",Designer,Boutique,11-15,Yes,,12.0,,Full-time,2,26-30,Male,No,,,,2013,41.8755616,-87.6244212
1,45000,"Tulsa, OK, US",Intern,Corporate,501+,Yes,Paid Overtime,10.0,,Full-time,8-10,36-40,Male,No,Oklahoma State University,,,2013,36.1563122,-95.9927516
7,38500,"Grand Rapids, MI, US",Junior Architect,Corporate,101-200,Yes,Unpaid Overtime,15.0,"1,500",Full-time,3-5,31-35,Male,No,Lawrence Technological University,Lawrence Technological University,,2013,42.9632425,-85.6678639
2,57000,"New York, NY, US",Designer,Other,501+,Yes,Unpaid Overtime,10.0,"3,500",Full-time,8-10,51-55,Male,No,Art Institute of California - San Francisco,,,2013,40.7127281,-74.0060152
6,55700,"San Francisco, CA, US",Junior Architect,Corporate,101-200,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,,,,2013,37.7792588,-122.4193286
9,52000,"New York, NY, US",Designer,Corporate,51-100,Yes,Paid Overtime,,,Full-time,1,26-30,Male,No,,,,2013,40.7127281,-74.0060152
8,86000,"San Francisco, CA, US",Associate,Corporate,201-500,Yes,Paid Overtime,15.0,"4,000",Full-time,8-10,31-35,Female,No,"University of California, Berkeley",,,2013,37.7792588,-122.4193286
8,45000,"Orlando, FL, US",Junior Architect,Corporate,31-50,Yes,No Overtime,16.0,"3,000",Full-time,2,26-30,Male,No,,University of South Florida,,2013,28.5421109,-81.3790304
9,42000,"Houston, TX, US",Designer,Corporate,51-100,Yes,Unpaid Overtime,10.0,"5,000",Full-time,1,21-25,Male,No,,,,2013,29.7589382,-95.3676974
7,55000,"New York, NY, US",Interior Designer,Starchitect,101-200,Yes,Unpaid Overtime,10.0,,,3-5,31-35,Female,No,,,,2013,40.7127281,-74.0060152
9,45000,"Culver City, CA, US",Intermediate Designer,Boutique,31-50,Yes,Paid Overtime,16.0,,Full-time,2,21-25,Female,No,"California State Polytechnic University, Pomona",,,2013,34.0211224,-118.396466
6,60000,"Emeryville, CA, US",Intermediate Designer,Corporate,31-50,Yes,Unpaid Overtime,10.0,500,Full-time,6-7,31-35,Female,No,"University of California, Berkeley",,,2013,37.8314089,-122.2865266
9,27040,"Denver, CO, US",Intern,Corporate,51-100,,Paid Overtime,,,Full-time,< 1,26-30,Female,No,University of Florida,Washington University in St. Louis,,2013,39.7392364,-104.984862
7,75000,"San Francisco, CA, US",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,18.0,"10,000",Full-time,8-10,31-35,Female,Licensed,Colgate University,University of Michigan,,2013,37.7792588,-122.4193286
6,55000,"Chicago, IL, US",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,20.0,,Full-time,8-10,36-40,Male,Licensed,,University of North Carolina at Charlotte,,2013,41.8755616,-87.6244212
8,37000,"Columbia, MO, US",Junior Architect,,11-15,Yes,,,"1,000",Full-time,1,26-30,Female,No,Rice University,,,2013,38.951883,-92.3337366
7,54000,"Lynnwood, WA, US",Intermediate Designer,Individual,16-30,Yes,No Overtime,80.0,,Full-time,6-7,41-45,Male,No,University of Washington,University of Washington,,2013,47.8278656,-122.3053932
10,55000,"New York, NY, US",Junior Architect,,51-100,Yes,Unpaid Overtime,,,Full-time,3-5,31-35,Male,No,,,,2013,40.7127281,-74.0060152
10,40000,"Houston, TX, US",Intern,Boutique,6-10,Yes,Paid Overtime,10.0,"2,000",Full-time,1,21-25,Female,No,Rice University,,,2013,29.7589382,-95.3676974
8,50000,"Houston, TX, US",Associate,Corporate,101-200,Yes,Unpaid Overtime,12.0,"10,000",Full-time,6-7,26-30,Male,No,Rice University,Rice University,,2013,29.7589382,-95.3676974
8,40000,"Maryland, US",Intern,Individual,2-5,Yes,Unpaid Overtime,15.0,,,6-7,21-25,Male,No,,,,2013,39.5162401,-76.9382069
8,50000,"Houston, TX, US",Designer,,51-100,,,,,,3,21-25,Female,No,,,,2013,29.7589382,-95.3676974
6,65000,"Houston, TX, US",Associate,Corporate,51-100,Yes,Unpaid Overtime,15.0,"15,000",Full-time,8-10,31-35,Male,Licensed,,,,2013,29.7589382,-95.3676974
