id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude
19392,5,51000,year,"Wilmington, DE",Designer,Individual,2-5,,Unpaid Overtime,14.0,,Full-time,6-7,31-35,Female,No,Temple University,,,2024-05-01,2024,39.7459468,-75.546589
19391,10,72000,year,"Fargo, ND",Project Manager,Individual,6-10,Yes,No Overtime,25.0,5000.0,Full-time,3,26-30,Male,No,North Dakota State University,North Dakota State University,,2024-05-01,2024,46.877229,-96.789821
19390,6,87900,year,"Phoenix, AZ",Project Architect,Other,31-50,Yes,Paid Overtime,15.0,2000.0,Full-time,8-10,31-35,Male,Yes,Fairmont State University,Arizona State University,,2024-05-01,2024,33.4484367,-112.074141
19389,7,135000,year,"Chicago, IL",Senior Architect,Corporate,201-500,Yes,Unpaid Overtime,15.0,1500.0,Full-time,16-20,36-40,Male,Yes,Lawrence Technological University,Lawrence Technological University,,2024-05-01,2024,41.8755616,-87.6244212
19388,8,100000,year,"Kennewick, WA",Senior Architect,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Male,Yes,Arizona State University,Portland State University,,2024-05-01,2024,46.2087066,-119.119919
19387,8,65000,year,"Pittsburgh, PA",Designer,Corporate,501+,Yes,Paid Overtime,20.0,,Full-time,3,26-30,Female,No,The Pennsylvania State University (Penn State),,,2024-05-01,2024,40.4416941,-79.9900861
19386,5,62000,year,"Dallas, TX",Junior Architect,Individual,51-100,Yes,,10.0,,Full-time,3-5,26-30,Female,Yes,,,,2024-05-01,2024,32.7762719,-96.7968559
19385,8,112000,year,"Los Angeles, CA",Project Manager,Corporate,101-200,Yes,Unpaid Overtime,14.0,,Full-time,11-15,31-35,Male,No,Roger Williams University,Boston Architectural College (BAC),,2024-05-01,2024,34.0536909,-118.242766
19382,7,73500,year,"New York, NY",BIM Specialist,Starchitect,501+,Yes,Unpaid Overtime,15.0,,Full-time,3,21-25,Female,No,,,,2024-05-01,2024,40.7127281,-74.0060152
19381,6,108000,year,"Saint Louis, MO",Senior Architect,Corporate,31-50,Yes,Unpaid Overtime,20.0,11000.0,Full-time,16-20,36-40,Male,Yes,Drury University,,,2024-05-01,2024,38.6280278,-90.1910154
19379,10,115000,year,"Raleigh, NC",Senior Architect,Corporate,501+,Yes,No Overtime,18.0,20000.0,Full-time,11-15,36-40,Male,Yes,North Carolina State University,North Carolina State University,,2024-05-01,2024,35.7803977,-78.6390989
19378,5,58240,hour,"Seattle, WA",Intern,Corporate,501+,,Paid Overtime,7.0,,Full-time,2,26-30,Male,No,"University of Nevada, Las Vegas",University of Washington,,2024-05-01,2024,47.6038321,-122.330062
19376,6,41600,hour,"New York, NY",Junior Architect,Corporate,2-5,,No Overtime,,,Full-time,1,26-30,Female,No,New York Institute of Technology (NYIT),New York Institute of Technology (NYIT),,2024-05-01,2024,40.7127281,-74.0060152
19374,8,75000,year,"Raleigh, NC",Project Architect,,16-30,Yes,Unpaid Overtime,21.0,10000.0,Full-time,11-15,41-45,Male,Yes,,,,2024-05-01,2024,35.7803977,-78.6390989
19373,7,115000,year,"Boston, MA",Associate,Corporate,11-15,Yes,No Overtime,20.0,10000.0,Full-time,16-20,36-40,Male,Yes,Wentworth Institute of Technology,Wentworth Institute of Technology,,2024-05-01,2024,42.3554334,-71.060511
19372,9,150000,year,"Brooklyn, NY",Principal,Boutique,6-10,Yes,No Overtime,10.0,,Full-time,> 40,71-103,Female,Yes,Cornell University,University of Pennsylvania,,2024-05-01,2024,40.6526006,-73.9497211
19371,7,95000,year,"New York, NY",Intermediate Architect,Corporate,51-100,Yes,Unpaid Overtime,23.0,7000.0,Full-time,6-7,26-30,Female,Yes,,,,2024-05-01,2024,40.7127281,-74.0060152
19370,8,67000,year,"Columbus, OH",Associate,,16-30,,,15.0,,Full-time,1,21-25,Male,No,The Ohio State University,University of Michigan,,2024-05-01,2024,39.9622601,-83.0007065
19369,5,52000,year,"Irvine, CA",Designer,Individual,16-30,Yes,No Overtime,14.0,,Full-time,< 1,31-35,Female,No,Azad University of Tehran,University of Arizona,,2024-05-01,2024,33.6856969,-117.825981
19368,7,110000,year,"New York, NY",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,15.0,1000.0,,11-15,36-40,Male,Yes,Pratt Institute,,,2024-05-01,2024,40.7127281,-74.0060152
19366,8,55000,year,"Atlanta, GA",Designer,,6-10,,,15.0,,Full-time,< 1,21-25,Female,No,Georgia Institute of Technology (Georgia Tech),,,2024-05-01,2024,33.7489924,-84.3902644
19364,8,225000,year,"New York, NY",Construction Administrator,Other,31-50,Yes,No Overtime,20.0,10000.0,Full-time,21-25,51-55,Male,Yes,University of Detroit Mercy,Cranbrook Academy of Art,,2024-05-01,2024,40.7127281,-74.0060152
19363,8,88100,year,"New York, NY",Project Manager,Boutique,31-50,Yes,Unpaid Overtime,10.0,5000.0,Full-time,3,31-35,Female,No,,University of Virginia,,2024-05-01,2024,40.7127281,-74.0060152
19362,8,170000,year,"Los Angeles, CA",Senior Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,,Full-time,26-30,51-55,Male,Yes,Carnegie Mellon University,,,2024-05-01,2024,34.0536909,-118.242766
19360,9,110000,year,"Salt Lake City, UT",Principal,Boutique,6-10,Yes,No Overtime,20.0,10000.0,Full-time,26-30,51-55,Male,Yes,,,,2024-05-01,2024,40.7596198,-111.886797
19359,5,120000,year,"Buffalo, NY",Project Architect,,31-50,,,,,,31-40,46-50,Male,No,,,,2024-05-01,2024,42.8867166,-78.8783922
19358,8,63860,year,"Boston, MA",Designer,,51-100,Yes,Unpaid Overtime,18.0,6000.0,Full-time,3-5,26-30,Female,No,,,,2024-05-01,2024,42.3554334,-71.060511
19356,1,64480,hour,"Palm Springs, CA",Designer,Boutique,6-10,Yes,Paid Overtime,10.0,,Full-time,3,26-30,Female,No,,,,2024-05-01,2024,33.8246269,-116.540303
19355,5,128000,year,"San Francisco, CA",Designer,Corporate,101-200,Yes,Unpaid Overtime,18.0,10000.0,Full-time,8-10,31-35,Male,Yes,University of Florida,Harvard University,,2024-05-01,2024,37.7792588,-122.4193286
19354,6,100000,year,"San Francisco, CA",Associate,Corporate,501+,Yes,No Overtime,20.0,18000.0,Full-time,11-15,31-35,Male,Yes,University of Arizona,,,2024-05-01,2024,37.7792588,-122.4193286
19353,8,45000,year,"Mount Pleasant, SC",Intern,Boutique,2-5,,Paid Overtime,10.0,2000.0,Full-time,1,21-25,Male,No,Clemson University,,,2024-05-01,2024,32.7940651,-79.8625851
19352,10,60000,year,"Little Rock, AR",Designer,Corporate,16-30,Yes,No Overtime,21.0,12000.0,Full-time,< 1,26-30,Male,No,Louisiana Tech University,Louisiana Tech University,,2024-05-01,2024,34.7465071,-92.2896267
19351,6,73000,year,"Des Moines, IA",Intermediate Architect,Boutique,6-10,Yes,Unpaid Overtime,15.0,5000.0,Full-time,3-5,26-30,Female,Yes,Iowa State University,,,2024-05-01,2024,41.5868654,-93.6249494
19350,8,120000,year,"Seattle, WA",Interior Designer,Boutique,6-10,,Paid Overtime,15.0,3000.0,Full-time,16-20,51-55,Female,Yes,University of Washington,Washington State University,,2024-05-01,2024,47.6038321,-122.330062
19349,6,63500,year,"Atlanta, GA",Designer,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,2,26-30,Female,No,Kennesaw State University,,,2024-05-01,2024,33.7489924,-84.3902644
19348,7,75000,year,"Philadelphia, PA",Junior Architect,Corporate,101-200,Yes,Unpaid Overtime,20.0,3000.0,Full-time,6-7,26-30,Female,Yes,The Pennsylvania State University (Penn State),,,2024-05-01,2024,39.9527237,-75.1635262
19347,7,110000,year,"Miami, FL",Project Architect,,11-15,,,,6000.0,,11-15,31-35,Female,Yes,,,,2024-05-01,2024,25.7741728,-80.19362
19346,8,111000,year,"New York, NY",Intermediate Architect,Corporate,51-100,Yes,Paid Overtime,13.0,,Full-time,8-10,36-40,Male,Yes,Carnegie Mellon University,,,2024-05-01,2024,40.7127281,-74.0060152
19344,6,62000,year,"Boston, MA",Associate,Individual,2-5,,Unpaid Overtime,14.0,2000.0,Full-time,3-5,26-30,Female,No,,,,2024-05-01,2024,42.3554334,-71.060511
19343,10,92000,year,"Atlanta, GA",Project Architect,Corporate,101-200,Yes,No Overtime,15.0,9000.0,Full-time,8-10,31-35,Male,Yes,Kennesaw State University,,,2024-05-01,2024,33.7489924,-84.3902644
19342,9,82000,year,"Boston, MA",Associate,,11-15,Yes,Unpaid Overtime,15.0,2500.0,Full-time,8-10,31-35,Male,Yes,,,,2024-05-01,2024,42.3554334,-71.060511
19340,7,80000,year,"Boston, MA",Associate,Corporate,31-50,Yes,Unpaid Overtime,22.0,2000.0,Full-time,6-7,26-30,Male,No,,,,2024-05-01,2024,42.3554334,-71.060511
19338,9,65000,year,"Minneapolis, MN",Designer,Corporate,201-500,Yes,Paid Overtime,17.0,3000.0,Full-time,3,26-30,Male,No,,,,2024-05-01,2024,44.9772995,-93.2654692
19333,7,155000,year,"Novato, CA",Senior Architect,Corporate,2-5,,No Overtime,10.0,,Full-time,26-30,56-60,Male,Yes,University of Houston,University of Houston,,2024-04-01,2024,38.1061979,-122.5681191
19332,9,85000,year,"Baton Rouge, LA",Project Architect,Other,31-50,Yes,No Overtime,15.0,10000.0,Full-time,8-10,36-40,Male,Yes,Louisiana State University,,,2024-04-01,2024,30.4494155,-91.1869659
19331,7,72000,year,"Calabasas, CA",Senior Designer,,2-5,,,,,,16-20,46-50,Female,No,,,,2024-04-01,2024,34.1446643,-118.644097
19329,5,62000,year,"Avon, CO",Intermediate Designer,Other,16-30,Yes,Paid Overtime,10.0,,Full-time,8-10,36-40,Female,No,University of Minnesota-Twin Cities,University of Colorado at Denver,,2024-04-01,2024,39.6342752,-106.522243
19327,8,150000,year,"Itasca, IL",Principal,Other,31-50,Yes,Unpaid Overtime,25.0,75000.0,Full-time,26-30,46-50,Male,Yes,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2024-04-01,2024,41.9751722,-88.0067509
19326,6,146000,year,"Los Angeles, CA",Principal,Other,51-100,,Unpaid Overtime,14.0,,Full-time,16-20,41-45,Male,No,University at Buffalo,University at Buffalo,,2024-04-01,2024,34.0536909,-118.242766
19324,9,121000,year,"New York, NY",Job Captain,Boutique,51-100,Yes,No Overtime,21.0,2500.0,Full-time,11-15,31-35,Female,No,University of Southern California (USC),,,2024-04-01,2024,40.7127281,-74.0060152
19323,10,185000,year,"Boston, MA",Partner,Individual,2-5,Yes,Unpaid Overtime,25.0,,Full-time,26-30,51-55,Male,Yes,Syracuse University,,,2024-04-01,2024,42.3554334,-71.060511
19322,9,175000,year,"San Francisco, CA",Principal,Other,6-10,Yes,Unpaid Overtime,28.0,100000.0,Full-time,8-10,31-35,Male,Yes,,"University of California, Berkeley",,2024-04-01,2024,37.7792588,-122.4193286
19318,5,98000,year,"Austin, TX",Project Manager,Individual,101-200,Yes,,20.0,5000.0,Full-time,8-10,31-35,Male,No,,,,2024-04-01,2024,30.2711286,-97.7436995
19316,6,101000,year,"Chicago, IL",Project Architect,Other,201-500,Yes,Unpaid Overtime,20.0,,Full-time,8-10,31-35,Male,Yes,University of Illinois at Urbana-Champaign,University of Michigan,,2024-04-01,2024,41.8755616,-87.6244212
19315,7,87000,year,"Peoria, IL",Interior Designer,Corporate,501+,Yes,No Overtime,20.0,1000.0,Full-time,8-10,31-35,Female,Yes,Illinois State University,,,2024-04-01,2024,40.6938609,-89.5891008
19314,5,75000,year,"New York, NY",Project Architect,Corporate,31-50,Yes,No Overtime,10.0,,Full-time,6-7,36-40,Male,No,,,,2024-04-01,2024,40.7127281,-74.0060152
19312,8,75000,year,"Hoboken, NJ",Designer,Boutique,11-15,Yes,No Overtime,,3000.0,Full-time,3-5,26-30,Female,No,,,,2024-04-01,2024,40.7433066,-74.0323752
19311,6,100000,year,"Brooklyn, NY",Senior Designer,Boutique,11-15,Yes,Unpaid Overtime,25.0,,Full-time,8-10,31-35,Male,No,Savannah College of Art and Design,Savannah College of Art and Design,,2024-04-01,2024,40.6526006,-73.9497211
19310,8,126500,year,"Chicago, IL",Associate,Corporate,101-200,Yes,No Overtime,20.0,10000.0,Full-time,11-15,41-45,Male,Yes,,,,2024-04-01,2024,41.8755616,-87.6244212
19309,6,85000,year,"Boston, MA",Designer,Corporate,501+,Yes,Paid Overtime,,5000.0,Full-time,11-15,31-35,Male,No,Boston Architectural College (BAC),,,2024-04-01,2024,42.3554334,-71.060511
19307,8,72000,year,"New York, NY",Designer,,31-50,Yes,Unpaid Overtime,10.0,,Full-time,3,31-35,Female,No,,,,2024-04-01,2024,40.7127281,-74.0060152
19305,3,78000,year,"Chicago, IL",Designer,Corporate,501+,Yes,Unpaid Overtime,16.0,2000.0,Full-time,2,21-25,Male,No,,,,2024-04-01,2024,41.8755616,-87.6244212
19304,8,70000,year,"Boston, MA",Intermediate Architect,Corporate,101-200,Yes,,,4000.0,Full-time,11-15,36-40,Female,Yes,,,,2024-04-01,2024,42.3554334,-71.060511
19303,9,86000,year,"Boston, MA",Junior Architect,Boutique,6-10,Yes,,8.0,3500.0,Full-time,6-7,36-40,Female,Yes,,,,2024-04-01,2024,42.3554334,-71.060511
19302,10,97000,year,"Philadelphia, PA",BIM Specialist,Corporate,501+,Yes,,15.0,4000.0,Full-time,3,26-30,Male,No,,University of Pennsylvania,,2024-04-01,2024,39.9527237,-75.1635262
19301,8,110000,year,"Los Angeles, CA",Marketing Director,Corporate,51-100,Yes,,25.0,6000.0,,11-15,31-35,Female,No,,,,2024-04-01,2024,34.0536909,-118.242766
19298,7,85000,year,"Charlotte, NC",Associate,Boutique,6-10,Yes,No Overtime,15.0,10000.0,Full-time,8-10,36-40,Male,Yes,University of North Carolina,North Carolina State University,,2024-04-01,2024,35.2272086,-80.8430827
19295,8,52000,hour,"McLean, VA",Associate,Individual,2-5,,No Overtime,7.0,1600.0,Full-time,1,21-25,Female,No,University of Maryland,,,2024-04-01,2024,38.93668525,-77.1858430261388
19294,7,144000,year,"San Francisco, CA",Associate,Boutique,16-30,Yes,,17.0,11000.0,,16-20,36-40,Female,Yes,,,,2024-04-01,2024,37.7792588,-122.4193286
19293,8,88000,year,"Portland, OR",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,8-10,36-40,Male,Yes,,University of Oregon,,2024-04-01,2024,45.5202471,-122.674194
19292,8,95000,year,"Charleston, SC",Project Manager,Corporate,11-15,Yes,Unpaid Overtime,20.0,0.0,Full-time,11-15,36-40,Female,Yes,,,,2024-04-01,2024,32.7884363,-79.9399309
19291,7,90000,year,"Dallas, TX",Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,10000.0,Full-time,8-10,31-35,Female,Yes,University of Houston,,,2024-04-01,2024,32.7762719,-96.7968559
19290,8,100000,year,"New York, NY",Project Architect,Corporate,201-500,Yes,,23.0,15000.0,Full-time,8-10,36-40,Male,No,,,,2024-04-01,2024,40.7127281,-74.0060152
19289,8,50000,year,"Minneapolis, MN",Junior Architect,Individual,16-30,Yes,,14.0,,Full-time,3,21-25,Male,No,Dunwoody College of Technology,,,2024-04-01,2024,44.9772995,-93.2654692
19288,10,41600,hour,"Memphis, TN",Intern,,11-15,,,10.0,,Full-time,< 1,21-25,Female,No,,,,2024-04-01,2024,35.1460249,-90.0517638
19286,7,82000,year,"New York, NY",Intermediate Architect,Boutique,11-15,Yes,Unpaid Overtime,15.0,,Full-time,6-7,31-35,Male,No,,,,2024-04-01,2024,40.7127281,-74.0060152
19285,9,58000,year,"Pittsburgh, PA",Interior Designer,Corporate,31-50,Yes,Unpaid Overtime,19.0,500.0,Full-time,3-5,21-25,Female,Yes,La Roche College,,,2024-04-01,2024,40.4416941,-79.9900861
19284,8,123000,year,"Oakland, CA",Project Architect,,51-100,Yes,,,5000.0,Full-time,8-10,31-35,Female,Yes,"University of California, Berkeley",University of Oregon,,2024-04-01,2024,37.8044557,-122.271356
19283,3,70000,year,"Nashville, TN",Designer,Corporate,31-50,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Female,No,New York Institute of Technology (NYIT),,,2024-04-01,2024,36.1622767,-86.7742984
19282,7,73000,year,"Nashville, TN",Senior Designer,,51-100,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Female,No,The University of Tennessee - Knoxville,,,2024-04-01,2024,36.1622767,-86.7742984
19281,5,66000,year,"Dallas, TX",Junior Designer,Corporate,201-500,Yes,Paid Overtime,10.0,1000.0,Full-time,3-5,26-30,Female,No,,University of Virginia,,2024-04-01,2024,32.7762719,-96.7968559
19280,10,118000,year,"Chicago, IL",Senior Architect,Other,201-500,Yes,No Overtime,,,Full-time,11-15,31-35,Female,Yes,University of Notre Dame,,,2024-04-01,2024,41.8755616,-87.6244212
19279,9,130000,year,"Dallas, TX",Principal,Corporate,501+,Yes,No Overtime,20.0,26000.0,Full-time,26-30,61-65,Male,Yes,Kansas State University,Kansas State University,,2024-04-01,2024,32.7762719,-96.7968559
19278,7,80000,year,"Greenwich, CT",Junior Architect,Boutique,11-15,Yes,Unpaid Overtime,15.0,5000.0,Full-time,3,26-30,Male,No,Temple University,Lawrence Technological University,,2024-04-01,2024,41.0264862,-73.6284598
19277,7,70000,year,"Charlottesville, VA",Designer,Corporate,51-100,Yes,,120.0,,Full-time,6-7,26-30,Female,No,University of Arkansas,University of Virginia,,2024-04-01,2024,38.029306,-78.4766781
19276,8,120000,year,"Chicago, IL",Senior Architect,,16-30,,,,,,8-10,31-35,Male,No,,,,2024-04-01,2024,41.8755616,-87.6244212
19275,4,71207,year,"Minneapolis, MN",Job Captain,Corporate,201-500,Yes,Paid Overtime,21.0,3000.0,Full-time,8-10,31-35,Male,No,University of Minnesota-Twin Cities,,,2024-04-01,2024,44.9772995,-93.2654692
19274,7,138000,year,"Washington, DC",Principal,Corporate,501+,Yes,Unpaid Overtime,15.0,4000.0,Full-time,21-25,51-55,Female,Yes,Virginia Polytechnic Institute and State University (Virginia Tech),Georgetown University,Georgetown University,2024-04-01,2024,38.8950368,-77.0365427
19273,8,72500,year,"Washington, DC",Designer,,51-100,Yes,No Overtime,15.0,4000.0,Full-time,6-7,26-30,Female,No,,,,2024-04-01,2024,38.8950368,-77.0365427
19271,7,150000,year,"San Francisco, CA",Project Architect,Boutique,16-30,Yes,No Overtime,20.0,,Full-time,21-25,46-50,Male,Yes,,,,2024-04-01,2024,37.7792588,-122.4193286
19270,7,110000,year,"New York, NY",Senior Designer,Corporate,501+,Yes,Unpaid Overtime,21.0,6000.0,Full-time,6-7,31-35,Male,No,,University of Pennsylvania,,2024-04-01,2024,40.7127281,-74.0060152
19269,10,65000,year,"Houston, TX",Designer,Corporate,501+,Yes,Paid Overtime,29.0,8500.0,Full-time,3,21-25,Female,No,,,,2024-04-01,2024,29.7589382,-95.3676974
19267,8,179000,year,"Salt Lake City, UT",Principal,Corporate,501+,Yes,No Overtime,10.0,,Full-time,31-40,61-65,Female,Yes,The University of Utah,The University of Utah,,2024-04-01,2024,40.7596198,-111.886797
19264,8,147000,year,"Portland, OR",Project Manager,Other,11-15,Yes,No Overtime,25.0,,Full-time,16-20,46-50,Male,Yes,,,,2024-04-01,2024,45.5202471,-122.674194
19263,8,90000,year,"Albany, NY",Associate,,11-15,Yes,Unpaid Overtime,24.0,2500.0,Full-time,16-20,41-45,Female,No,,,,2024-04-01,2024,42.6511674,-73.754968
19262,7,67000,year,"Baltimore, MD",Designer,Corporate,201-500,Yes,Paid Overtime,17.0,,Full-time,3,31-35,Male,No,University of the District of Columbia,University of the District of Columbia,,2024-04-01,2024,39.2908816,-76.610759
19259,7,61000,year,"New Orleans, LA",Designer,Individual,16-30,Yes,No Overtime,20.0,,Full-time,3-5,21-25,Female,No,Tulane University,,,2024-04-01,2024,29.9759983,-90.0782127
19255,6,160000,year,"Dallas, TX",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,20.0,10000.0,Full-time,11-15,36-40,Male,Yes,The University of Texas at Arlington,The University of Texas at Arlington,,2024-04-01,2024,32.7762719,-96.7968559
19254,7,110000,year,"Sausalito, CA",Interior Architect,,6-10,,,,,,6-7,26-30,Female,No,,,,2024-03-01,2024,37.8590272,-122.485469
19253,8,105000,year,"Washington, DC",Associate,,501+,,,,,,8-10,31-35,Other,No,,,,2024-03-01,2024,38.8950368,-77.0365427
19252,8,96000,year,"Saint Louis, MO",Project Architect,Corporate,501+,Yes,Paid Overtime,,,Full-time,8-10,31-35,Female,Yes,University of Illinois at Urbana-Champaign,Southern Illinois University Carbondale,,2024-03-01,2024,38.6280278,-90.1910154
19250,8,64900,year,"Oakland, CA",Designer,Individual,6-10,Yes,Paid Overtime,10.0,1000.0,Full-time,2,31-35,Male,No,,,,2024-03-01,2024,37.8044557,-122.271356
19249,7,90000,year,"Denver, CO",Project Architect,,501+,Yes,,,,,8-10,31-35,Male,Yes,,,,2024-03-01,2024,39.7392364,-104.984862
19248,3,72000,year,"Conshohocken, PA",Project Manager,,11-15,Yes,Unpaid Overtime,10.0,2000.0,Full-time,16-20,41-45,Female,Yes,,,,2024-03-01,2024,40.0792766,-75.3015714
19247,6,77500,year,"Omaha, NE",BIM Specialist,Corporate,11-15,Yes,Unpaid Overtime,14.0,2000.0,Full-time,8-10,56-60,Male,No,Front Range Community College,,,2024-03-01,2024,41.2587459,-95.9383758
19245,6,77000,year,"Los Angeles, CA",Senior Designer,Corporate,51-100,Yes,Paid Overtime,10.0,2500.0,Full-time,6-7,31-35,Female,No,,,,2024-03-01,2024,34.0536909,-118.242766
19244,3,52000,hour,"Seattle, WA",Junior Architect,Corporate,101-200,,No Overtime,7.0,,Full-time,2,26-30,Male,No,"University of Nevada, Las Vegas",University of Washington,,2024-03-01,2024,47.6038321,-122.330062
19243,8,88000,year,"Dallas, TX",Project Manager,Individual,31-50,Yes,Unpaid Overtime,15.0,8000.0,Full-time,6-7,31-35,Female,Yes,,,,2024-03-01,2024,32.7762719,-96.7968559
19242,8,70000,year,"Yakima, WA",Principal,Boutique,2-5,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Yes,Calvin College,University of Oregon,,2024-03-01,2024,46.601557,-120.510842
