id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year,Latitude,Longitude
9026,4,53000,year,"Chicago, IL",Project Architect,Corporate,501+,Yes,,14.0,,Full-time,3,26-30,Female,Yes,,,,2016-03-01,2016,41.8755616,-87.6244212
9024,7,54000,year,"King of Prussia, PA",Interior Designer,,31-50,Yes,,17.0,1500.0,Full-time,8-10,31-35,Female,No,James Madison University,,,2016-03-01,2016,40.0908111,-75.3832484
9023,7,65000,year,"Los Angeles, CA",Junior Architect,Individual,2-5,,No Overtime,5.0,,Full-time,2,26-30,Female,No,,University of Southern California (USC),,2016-03-01,2016,34.0536909,-118.242766
9021,8,47600,year,"New York, NY",Intern,Boutique,2-5,Yes,No Overtime,10.0,,Full-time,< 1,21-25,Female,No,Yale University,,,2016-03-01,2016,40.7127281,-74.0060152
9019,1,62000,year,"New York, NY",Junior Architect,Boutique,31-50,Yes,Unpaid Overtime,12.0,800.0,Full-time,6-7,31-35,Male,No,Farmingdale State College,City College of New York (CCNY),,2016-03-01,2016,40.7127281,-74.0060152
9018,6,60100,year,"New York, NY",Designer,Boutique,2-5,,Unpaid Overtime,14.0,2000.0,Full-time,3,26-30,Male,No,University of Minnesota-Twin Cities,Pratt Institute,,2016-03-01,2016,40.7127281,-74.0060152
9017,6,50000,year,"Miami, FL",Designer,,2-5,,,5.0,,Full-time,8-10,26-30,Female,No,,,,2016-03-01,2016,25.7741728,-80.19362
9015,7,60000,year,"Washington, DC",Junior Architect,Other,16-30,Yes,Unpaid Overtime,10.0,1000.0,Full-time,3-5,36-40,Male,Yes,,,,2016-03-01,2016,38.8950368,-77.0365427
9014,8,75000,year,"Portland, OR",Associate,Corporate,101-200,Yes,Unpaid Overtime,16.0,6000.0,Full-time,8-10,31-35,Male,Yes,,,,2016-03-01,2016,45.5202471,-122.674194
9013,9,178000,year,"Boston, MA",Principal,Corporate,201-500,Yes,No Overtime,30.0,30000.0,Full-time,16-20,41-45,Male,Yes,Columbia University,Harvard University,,2016-03-01,2016,42.3554334,-71.060511
9012,9,88000,year,"Albany, NY",Project Manager,Other,51-100,Yes,Unpaid Overtime,23.0,7000.0,Full-time,21-25,46-50,Male,Yes,Roger Williams University,,,2016-03-01,2016,42.6511674,-73.754968
9011,7,165000,year,"Brooklyn, NY",Associate,Individual,11-15,Yes,No Overtime,90.0,,Full-time,16-20,41-45,Female,Yes,Pratt Institute,,,2016-03-01,2016,40.6526006,-73.9497211
9008,8,54000,year,"Miami, FL",Intermediate Designer,Corporate,501+,Yes,Unpaid Overtime,15.0,5000.0,Full-time,3-5,26-30,Female,No,Florida International University,Florida International University,,2016-03-01,2016,25.7741728,-80.19362
9007,9,70000,year,"Boston, MA",Job Captain,Corporate,51-100,Yes,Paid Overtime,14.0,2000.0,Full-time,6-7,31-35,Male,No,,Wentworth Institute of Technology,,2016-03-01,2016,42.3554334,-71.060511
9006,7,45000,year,"Boston, MA",Marketing Director,,31-50,Yes,Unpaid Overtime,,1000.0,Full-time,2,21-25,Female,No,,,,2016-03-01,2016,42.3554334,-71.060511
9005,8,90000,year,"Philadelphia, PA",Associate,Corporate,31-50,Yes,No Overtime,15.0,11000.0,Full-time,11-15,31-35,Male,Yes,Drexel University,,,2016-03-01,2016,39.9527237,-75.1635262
9004,9,75000,year,"New York, NY",Project Manager,Other,51-100,Yes,Unpaid Overtime,15.0,300.0,Full-time,11-15,36-40,Female,No,Binghamton University (SUNY),City College of New York (CCNY),,2016-03-01,2016,40.7127281,-74.0060152
9003,7,75000,year,"Chicago, IL",Designer,Corporate,51-100,Yes,Unpaid Overtime,15.0,5000.0,Full-time,8-10,36-40,Male,No,,,,2016-03-01,2016,41.8755616,-87.6244212
9002,6,70000,year,"Honolulu, HI",Designer,,31-50,,,,,,6-7,31-35,Female,No,,,,2016-03-01,2016,21.304547,-157.855676
9001,8,47840,hour,"Minneapolis, MN",Intern,Corporate,501+,Yes,Paid Overtime,16.0,,Full-time,1,21-25,Female,No,The University of Kansas,The University of Kansas,,2016-03-01,2016,44.9772995,-93.2654692
9000,7,42500,year,"Houston, TX",Intern,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,2,26-30,Male,No,CSIIT - Jawaharlal Nehru Technological Univesity,Bauhaus-Universität Weimar,,2016-03-01,2016,29.7589382,-95.3676974
8996,6,68000,year,"New York, NY",Project Manager,Boutique,6-10,Yes,Unpaid Overtime,10.0,1500.0,Full-time,6-7,26-30,Male,No,,,,2016-03-01,2016,40.7127281,-74.0060152
8995,8,54000,year,"Philadelphia, PA",Project Manager,Boutique,6-10,Yes,,10.0,7500.0,Full-time,6-7,26-30,Male,No,Drexel University,,,2016-03-01,2016,39.9527237,-75.1635262
8993,7,56000,year,"Kansas City, MO",Designer,Corporate,201-500,Yes,,14.0,3000.0,,3-5,26-30,Female,No,,,,2016-03-01,2016,39.100105,-94.5781416
8992,10,40000,year,"Conshohocken, PA",Designer,Corporate,101-200,Yes,Paid Overtime,15.0,0.0,Full-time,2,21-25,Male,No,Drexel University,,,2016-03-01,2016,40.0792766,-75.3015714
8991,7,50000,year,"Kansas City, MO",Intern,Other,31-50,Yes,Unpaid Overtime,,,Full-time,1,21-25,Female,No,The University of Kansas,The University of Kansas,,2016-03-01,2016,39.100105,-94.5781416
8990,7,45000,year,"Kansas City, MO",Intern,Corporate,51-100,Yes,Unpaid Overtime,10.0,2500.0,Full-time,2,21-25,Female,No,The University of Kansas,The University of Kansas,,2016-03-01,2016,39.100105,-94.5781416
8989,7,56000,year,"Silver Spring, MD",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,10.0,,Full-time,3,21-25,Male,No,University of Maryland,University of Maryland,,2016-03-01,2016,38.9959461,-77.0276231
8988,7,37500,year,"Philadelphia, PA",Designer,Individual,16-30,Yes,Unpaid Overtime,10.0,5000.0,Full-time,2,21-25,Female,No,Drexel University,,,2016-03-01,2016,39.9527237,-75.1635262
8987,6,52000,year,"New York, NY",Technical Architect,Corporate,51-100,Yes,Paid Overtime,15.0,,Full-time,1,26-30,Female,No,New Jersey Institute of Technology (NJIT),New Jersey Institute of Technology (NJIT),,2016-03-01,2016,40.7127281,-74.0060152
8986,9,33280,hour,"Philadelphia, PA",Student Intern,Other,51-100,Yes,Paid Overtime,10.0,3000.0,Full-time,3-5,21-25,Female,No,Drexel University,,,2016-03-01,2016,39.9527237,-75.1635262
8985,7,37440,hour,"Conshohocken, PA",Intern,Corporate,16-30,Yes,Paid Overtime,,,Full-time,< 1,26-30,Male,No,,,,2016-03-01,2016,40.0792766,-75.3015714
8984,6,50000,year,"Boston, MA",Designer,,31-50,Yes,Unpaid Overtime,10.0,8000.0,,2,21-25,Female,No,,,,2016-03-01,2016,42.3554334,-71.060511
8983,8,51600,year,"New York, NY",Junior Architect,Boutique,11-15,Yes,Unpaid Overtime,10.0,2000.0,Full-time,2,21-25,Male,No,Louisiana State University,,,2016-03-01,2016,40.7127281,-74.0060152
8982,8,40000,year,"Charlotte, NC",Intern,,2-5,,Unpaid Overtime,10.0,,,< 1,21-25,Male,No,University of North Carolina at Charlotte,,,2016-03-01,2016,35.2272086,-80.8430827
8981,7,43000,year,"Philadelphia, PA",Designer,Individual,16-30,Yes,Unpaid Overtime,10.0,,Full-time,3,21-25,Female,No,Drexel University,,,2016-03-01,2016,39.9527237,-75.1635262
8980,7,45000,year,"Philadelphia, PA",Designer,Boutique,16-30,Yes,Unpaid Overtime,10.0,500.0,Full-time,3-5,21-25,Male,No,Drexel University,,,2016-03-01,2016,39.9527237,-75.1635262
8979,7,65400,year,"Seattle, WA",Associate,,101-200,,,,,,8-10,26-30,Female,No,,,,2016-03-01,2016,47.6038321,-122.330062
8978,7,78000,year,"Los Angeles, CA",Project Architect,Corporate,51-100,Yes,Unpaid Overtime,20.0,8000.0,Full-time,8-10,31-35,Female,Yes,"California Polytechnic State University, San Luis Obispo",,,2016-03-01,2016,34.0536909,-118.242766
8977,6,54000,year,"Honolulu, HI",Intermediate Architect,Individual,2-5,Yes,Paid Overtime,10.0,,Full-time,6-7,31-35,Male,Yes,University of Oregon,,,2016-03-01,2016,21.304547,-157.855676
8975,3,65000,year,"Los Angeles, CA",Project Manager,Boutique,6-10,Yes,Unpaid Overtime,5.0,5000.0,Full-time,6-7,31-35,Male,Yes,,,,2016-03-01,2016,34.0536909,-118.242766
8974,4,80000,year,"Atlanta, GA",Senior Architect,Corporate,16-30,,Unpaid Overtime,25.0,,Full-time,26-30,46-50,Male,Yes,University of Miami,University of Miami,,2016-03-01,2016,33.7489924,-84.3902644
8972,3,37000,year,"Brooklyn, NY",Junior Designer,Boutique,11-15,,Paid Overtime,5.0,,Full-time,2,26-30,Female,No,New York Institute of Technology (NYIT),,,2016-03-01,2016,40.6526006,-73.9497211
8971,7,96000,year,"New York, NY",Technical Architect,Corporate,101-200,Yes,Unpaid Overtime,15.0,4000.0,Full-time,11-15,36-40,Male,No,,,,2016-03-01,2016,40.7127281,-74.0060152
8969,7,64000,year,"New Orleans, LA",Project Architect,Corporate,16-30,Yes,Unpaid Overtime,10.0,2000.0,Full-time,6-7,26-30,Female,Yes,Mississippi State University,,,2016-03-01,2016,29.9759983,-90.0782127
8968,8,59100,year,"Clifton, NJ",Junior Architect,,501+,Yes,Paid Overtime,15.0,,Full-time,3-5,36-40,Female,No,,,,2016-03-01,2016,40.8584328,-74.1637553
8967,7,74000,year,"Boston, MA",Job Captain,Corporate,101-200,Yes,Unpaid Overtime,15.0,3000.0,Full-time,3-5,26-30,Male,No,Wentworth Institute of Technology,,,2016-03-01,2016,42.3554334,-71.060511
8966,8,95000,year,"Philadelphia, PA",Project Architect,Corporate,501+,Yes,Unpaid Overtime,17.0,,Full-time,11-15,36-40,Female,Yes,The Pennsylvania State University (Penn State),,,2016-03-01,2016,39.9527237,-75.1635262
8965,6,91000,year,"New York, NY",Associate,Starchitect,51-100,Yes,,,5000.0,,11-15,41-45,Male,Yes,,,,2016-03-01,2016,40.7127281,-74.0060152
8964,3,54000,year,"New Orleans, LA",Associate,Corporate,101-200,Yes,Unpaid Overtime,10.0,,Full-time,3-5,21-25,Male,Yes,Tulane University,Tulane University,,2016-03-01,2016,29.9759983,-90.0782127
8963,2,73500,year,"San Francisco, CA",Intermediate Architect,Starchitect,501+,Yes,,25.0,600.0,Full-time,6-7,31-35,Female,No,,,,2016-03-01,2016,37.7792588,-122.4193286
8961,5,85000,year,"New York, NY",Associate,Corporate,501+,Yes,No Overtime,20.0,8000.0,Full-time,11-15,36-40,Female,Yes,Arizona State University,University of Pennsylvania,,2016-03-01,2016,40.7127281,-74.0060152
8960,6,31000,year,"New York, NY",Junior Designer,Boutique,11-15,Yes,Unpaid Overtime,10.0,1000.0,Full-time,1,21-25,Female,No,,,,2016-03-01,2016,40.7127281,-74.0060152
8957,7,50000,year,"Atlanta, GA",Intern,Corporate,101-200,Yes,Paid Overtime,10.0,2000.0,Full-time,3,26-30,Female,No,,,,2016-03-01,2016,33.7489924,-84.3902644
8956,9,54000,year,"Portland, OR",Project Manager,Boutique,6-10,Yes,No Overtime,21.0,500.0,Full-time,16-20,36-40,Female,No,,,,2016-03-01,2016,45.5202471,-122.674194
8955,10,50000,year,"Portland, OR",Job Captain,Other,51-100,Yes,No Overtime,10.0,1500.0,Full-time,8-10,36-40,Female,No,,,,2016-03-01,2016,45.5202471,-122.674194
8952,5,50000,year,"New Orleans, LA",Project Architect,Individual,2-5,,Paid Overtime,10.0,1000.0,,6-7,31-35,Female,Yes,,,,2016-03-01,2016,29.9759983,-90.0782127
8948,5,50000,year,"Chicago, IL",Junior Architect,Starchitect,101-200,Yes,Unpaid Overtime,10.0,,Full-time,2,26-30,Female,No,,,,2016-03-01,2016,41.8755616,-87.6244212
8944,5,70000,year,"Portland, OR",Project Architect,,2-5,Yes,Unpaid Overtime,14.0,,,11-15,41-45,Female,No,,,,2016-03-01,2016,45.5202471,-122.674194
8943,5,50000,year,"Pensacola, FL",Senior Designer,Other,16-30,,Paid Overtime,6.0,,Full-time,3-5,26-30,Female,No,,,,2016-03-01,2016,30.421309,-87.2169149
8942,9,65000,year,"Los Angeles, CA",Project Manager,Boutique,16-30,Yes,Unpaid Overtime,,8000.0,Full-time,3,26-30,Female,No,Woodbury University,,,2016-03-01,2016,34.0536909,-118.242766
8941,4,47000,year,"Houston, TX",Project Architect,Corporate,16-30,Yes,No Overtime,15.0,5000.0,Full-time,3-5,26-30,Female,Yes,,,,2016-03-01,2016,29.7589382,-95.3676974
8940,7,140000,year,"Philadelphia, PA",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,15.0,5000.0,Full-time,21-25,46-50,Male,Yes,University of Pennsylvania,University of Pennsylvania,,2016-03-01,2016,39.9527237,-75.1635262
8939,6,120000,year,"New York, NY",Associate,,2-5,,Unpaid Overtime,10.0,20000.0,Full-time,8-10,31-35,Female,No,,,,2016-03-01,2016,40.7127281,-74.0060152
8938,8,47840,hour,"Buffalo, NY",Intermediate Architect,Individual,31-50,Yes,Unpaid Overtime,10.0,800.0,Full-time,8-10,31-35,Male,No,University at Buffalo,,,2016-03-01,2016,42.8867166,-78.8783922
8935,6,70000,year,"Los Angeles, CA",Associate,Corporate,51-100,Yes,Unpaid Overtime,20.0,2250.0,Full-time,11-15,36-40,Male,No,"California State Polytechnic University, Pomona",Syracuse University in Florence,,2016-03-01,2016,34.0536909,-118.242766
8931,7,45760,hour,"San Diego, CA",Intern,Boutique,6-10,Yes,Paid Overtime,10.0,2500.0,Full-time,1,21-25,Female,No,University of Oregon,,,2016-03-01,2016,32.7174202,-117.162772
8930,8,82000,year,"Austin, TX",Project Architect,Corporate,501+,Yes,Unpaid Overtime,13.0,,Full-time,11-15,36-40,Male,Yes,,,,2016-03-01,2016,30.2711286,-97.7436995
8929,9,51000,year,"Denver, CO",Intern,Corporate,501+,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Female,No,University of Minnesota-Twin Cities,University of Wisconsin-Milwaukee,,2016-03-01,2016,39.7392364,-104.984862
8928,3,97000,year,"Los Angeles, CA",Technical Architect,Corporate,101-200,Yes,Unpaid Overtime,15.0,5000.0,Full-time,16-20,41-45,Female,Yes,"California Polytechnic State University, San Luis Obispo",,,2016-03-01,2016,34.0536909,-118.242766
8926,7,62000,year,"New York, NY",Designer,Corporate,201-500,Yes,Paid Overtime,15.0,10000.0,Full-time,6-7,26-30,Female,No,Pratt Institute,,,2016-02-01,2016,40.7127281,-74.0060152
8924,9,25000,year,"New York, NY",Intern,,31-50,,,,,,< 1,26-30,Male,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8923,7,66000,year,"Seattle, WA",Project Manager,Corporate,31-50,Yes,Paid Overtime,17.0,2000.0,Full-time,6-7,36-40,Female,No,"University of California, Berkeley",,,2016-02-01,2016,47.6038321,-122.330062
8922,7,45000,year,"New York, NY",Junior Architect,Individual,2-5,Yes,No Overtime,11.0,5000.0,Full-time,2,21-25,Female,No,Cornell University,,,2016-02-01,2016,40.7127281,-74.0060152
8920,4,40000,year,"New York, NY",Junior Architect,Boutique,6-10,Yes,Paid Overtime,10.0,1000.0,Full-time,3-5,31-35,Male,No,University of Miami,,,2016-02-01,2016,40.7127281,-74.0060152
8919,9,71630,year,"Philadelphia, PA",Project Manager,Other,51-100,Yes,Paid Overtime,19.0,,Full-time,8-10,31-35,Female,No,University of Virginia,,,2016-02-01,2016,39.9527237,-75.1635262
8918,10,47500,year,"Albuquerque, NM",Intern,Other,6-10,,No Overtime,7.0,5000.0,Full-time,6-7,31-35,Male,No,The University of New Mexico,University of Oregon,,2016-02-01,2016,35.0841034,-106.650985
8916,8,48000,year,"Boston, MA",Intern,Individual,6-10,,No Overtime,30.0,,Full-time,2,26-30,Male,No,University of Notre Dame,,,2016-02-01,2016,42.3554334,-71.060511
8915,6,60000,year,"New York, NY",Junior Architect,Corporate,51-100,Yes,Unpaid Overtime,20.0,4000.0,Full-time,3,31-35,Male,No,,Columbia University,,2016-02-01,2016,40.7127281,-74.0060152
8913,10,99000,year,Florida,Partner,Corporate,11-15,Yes,Paid Overtime,10.0,10000.0,Full-time,16-20,41-45,Male,Yes,University of Florida,University of Florida,,2016-02-01,2016,27.7567667,-81.4639835
8912,10,100000,year,"New York, NY",Project Manager,,2-5,,,,,,11-15,31-35,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8910,8,43000,year,"Los Angeles, CA",Designer,Boutique,2-5,,No Overtime,10.0,1000.0,Full-time,3,26-30,Female,No,,,,2016-02-01,2016,34.0536909,-118.242766
8908,7,39000,year,"Seattle, WA",Associate,Corporate,101-200,Yes,Unpaid Overtime,10.0,1500.0,Full-time,1,26-30,Female,No,Carnegie Mellon University,,,2016-02-01,2016,47.6038321,-122.330062
8907,7,64480,hour,"Walnut Creek, CA",Project Manager,Boutique,11-15,Yes,Paid Overtime,15.0,1500.0,Full-time,8-10,31-35,Female,No,UC Berkeley CED,,,2016-02-01,2016,37.9020731,-122.0618702
8906,9,37440,hour,"Watertown, SD",Draftsperson,Other,11-15,Yes,Paid Overtime,10.0,400.0,Full-time,1,21-25,Female,No,University of Nebraska-Lincoln,,,2016-02-01,2016,44.899211,-97.115289
8905,7,41000,year,"San Antonio, TX",Intern,,31-50,Yes,Unpaid Overtime,14.0,,Full-time,3-5,31-35,Male,No,University of Texas at San Antonio,,,2016-02-01,2016,29.4246002,-98.4951405
8902,10,48000,year,"Silver Spring Park, MD",Project Architect,Corporate,16-30,Yes,Unpaid Overtime,10.0,900.0,Full-time,3,26-30,Male,No,,Morgan State University,,2016-02-01,2016,38.99221295,-77.01623348268345
8900,3,78500,year,"San Francisco, CA",Intermediate Designer,Corporate,31-50,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,No,"University of California, Berkeley",,,2016-02-01,2016,37.7792588,-122.4193286
8899,7,38000,year,"Chicago, IL",Intermediate Architect,Boutique,2-5,,Unpaid Overtime,10.0,2000.0,Full-time,6-7,31-35,Female,Yes,Drury University,,,2016-02-01,2016,41.8755616,-87.6244212
8898,6,60000,year,"Chicago, IL",Project Manager,Corporate,6-10,,Paid Overtime,10.0,1000.0,Full-time,3-5,26-30,Male,No,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2016-02-01,2016,41.8755616,-87.6244212
8897,7,54000,year,"Boston, MA",Job Captain,Individual,51-100,Yes,Unpaid Overtime,10.0,1500.0,Full-time,3-5,26-30,Male,No,Roger Williams University,Roger Williams University,,2016-02-01,2016,42.3554334,-71.060511
8896,5,80000,year,"Los Angeles, CA",Project Manager,Other,16-30,Yes,No Overtime,10.0,,Full-time,11-15,31-35,Male,No,,,,2016-02-01,2016,34.0536909,-118.242766
8895,10,82290,year,"Houston, TX",Associate,Other,501+,Yes,Paid Overtime,15.0,7000.0,Full-time,3-5,26-30,Male,Yes,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2016-02-01,2016,29.7589382,-95.3676974
8893,8,98000,year,"Atlanta, GA",Associate,Boutique,16-30,Yes,Unpaid Overtime,20.0,3000.0,Full-time,26-30,51-55,Male,Yes,Georgia Institute of Technology,Georgia Institute of Technology,,2016-02-01,2016,33.7489924,-84.3902644
8891,6,75000,year,"Las Vegas, NV",Senior Designer,Individual,11-15,Yes,Unpaid Overtime,7.0,,Full-time,16-20,36-40,Male,No,"University of Nevada, Las Vegas",,,2016-02-01,2016,36.1672559,-115.148516
8889,8,145000,year,New Jersey,Principal,Individual,1,,No Overtime,,,Full-time,11-15,36-40,Male,Yes,Yale University,Yale University,,2016-02-01,2016,40.0757384,-74.4041622
8888,9,80000,year,"New York, NY",Project Manager,Boutique,11-15,Yes,Unpaid Overtime,10.0,14000.0,Full-time,11-15,36-40,Female,No,Louisiana State University,,,2016-02-01,2016,40.7127281,-74.0060152
8886,6,52500,year,"Richmond, VA",Designer,Corporate,101-200,Yes,,21.0,,Full-time,6-7,31-35,Male,No,Virginia Polytechnic Institute and State University (Virginia Tech),,,2016-02-01,2016,37.5385087,-77.43428
8885,10,75000,year,"Los Angeles, CA",Project Architect,Boutique,2-5,Yes,Unpaid Overtime,10.0,3000.0,Full-time,6-7,26-30,Male,Yes,Cornell University,,,2016-02-01,2016,34.0536909,-118.242766
8884,7,50000,year,"Boston, MA",Junior Designer,Boutique,16-30,Yes,No Overtime,15.0,1600.0,Full-time,1,21-25,Male,No,Boston College,University of Michigan,,2016-02-01,2016,42.3554334,-71.060511
8883,6,65000,year,"Boston, MA",Associate,Other,11-15,Yes,Unpaid Overtime,,,Full-time,8-10,31-35,Male,Yes,,,,2016-02-01,2016,42.3554334,-71.060511
8882,7,52000,year,"Los Angeles, CA",Designer,Corporate,501+,Yes,Paid Overtime,15.0,1000.0,Full-time,2,26-30,Male,No,University of Southern California (USC),,,2016-02-01,2016,34.0536909,-118.242766
8881,6,42000,year,"Chicago, IL",CAD Manager,Boutique,6-10,Yes,Unpaid Overtime,5.0,,Full-time,3,26-30,Male,No,,,,2016-02-01,2016,41.8755616,-87.6244212
8880,9,70000,year,"New York, NY",Project Architect,Boutique,11-15,Yes,No Overtime,15.0,6000.0,Full-time,3-5,31-35,Male,Yes,Louisiana State University,Louisiana State University,,2016-02-01,2016,40.7127281,-74.0060152
8876,8,60000,year,"New York, NY",Junior Architect,Other,51-100,Yes,,15.0,5000.0,,3,26-30,Male,No,University College Dublin (UCD),University College Dublin (UCD),,2016-02-01,2016,40.7127281,-74.0060152
8875,6,67000,year,"New York, NY",Project Architect,,51-100,Yes,,13.0,2000.0,,6-7,31-35,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8874,7,870000,year,New York,Owner,Boutique,6-10,Yes,No Overtime,,30000.0,Full-time,11-15,36-40,Male,Yes,Harvard University,Harvard University,,2016-02-01,2016,40.7127281,-74.0060152
8873,7,55000,year,"San Francisco, CA",Associate,Corporate,501+,Yes,Paid Overtime,14.0,1000.0,Full-time,3,26-30,Female,No,"California Polytechnic State University, San Luis Obispo",,,2016-02-01,2016,37.7792588,-122.4193286
8872,8,54000,year,"Kennett Square, PA",Job Captain,Corporate,31-50,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Female,Yes,The Pennsylvania State University (Penn State),,,2016-02-01,2016,39.8467414,-75.7116997
8866,7,69000,year,"Burlington, MA",Intermediate Architect,Other,16-30,Yes,Paid Overtime,15.0,4000.0,Full-time,6-7,26-30,Male,No,Wentworth Institute of Technology,Boston Architectural College (BAC),,2016-02-01,2016,42.5048167,-71.1956111
8865,7,75000,year,"Miami, FL",Associate,Corporate,501+,Yes,Unpaid Overtime,22.0,2000.0,Full-time,26-30,51-55,Male,Yes,,,,2016-02-01,2016,25.7741728,-80.19362
8864,5,39000,year,"Detroit, MI",Junior Architect,Corporate,51-100,Yes,Paid Overtime,14.0,2000.0,Full-time,3,26-30,Male,No,Lawrence Technological University,Lawrence Technological University,,2016-02-01,2016,42.3315509,-83.0466403
8862,6,54000,year,"Philadelphia, PA",Junior Architect,Boutique,31-50,Yes,Unpaid Overtime,10.0,3500.0,Full-time,3-5,26-30,Female,No,Philadelphia University,,,2016-02-01,2016,39.9527237,-75.1635262
8861,7,45760,hour,"Chicago, IL",Project Manager,Boutique,6-10,Yes,No Overtime,,500.0,Full-time,3,26-30,Male,No,,,,2016-02-01,2016,41.8755616,-87.6244212
8857,8,46000,year,"Los Angeles, CA",Project Manager,Boutique,2-5,,Unpaid Overtime,21.0,,Full-time,3-5,21-25,Male,No,University of Michigan,,,2016-02-01,2016,34.0536909,-118.242766
8855,7,70000,year,"New Orleans, LA",Project Architect,Boutique,11-15,Yes,Unpaid Overtime,10.0,5000.0,,11-15,36-40,Female,No,University of Louisiana at Lafayette,University of Louisiana at Lafayette,,2016-02-01,2016,29.9759983,-90.0782127
8854,7,45000,year,"Los Angeles, CA",Job Captain,Starchitect,31-50,Yes,Unpaid Overtime,14.0,1600.0,Full-time,2,21-25,Male,No,University of Illinois at Chicago,,,2016-02-01,2016,34.0536909,-118.242766
8853,9,65000,year,"New York, NY",Project Manager,Boutique,11-15,Yes,No Overtime,20.0,4000.0,Full-time,6-7,36-40,Male,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8852,7,65000,year,"Houston, TX",Intermediate Architect,Corporate,31-50,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Male,Yes,Rice University,Rice University,,2016-02-01,2016,29.7589382,-95.3676974
8849,7,48400,year,"New York, NY",Junior Architect,Other,2-5,,Unpaid Overtime,15.0,,Full-time,3,21-25,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8848,7,45000,year,"New York, NY",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,12.0,,Full-time,1,21-25,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8844,9,100000,year,"Chicago, IL",Senior Designer,Corporate,101-200,Yes,Unpaid Overtime,21.0,17000.0,Full-time,11-15,31-35,Male,Yes,,,,2016-02-01,2016,41.8755616,-87.6244212
8843,9,50000,year,"New York, NY",Junior Architect,Corporate,16-30,Yes,No Overtime,13.0,2000.0,Full-time,3,26-30,Male,No,The University of Sydney,The University of Sydney,The University of Sydney,2016-02-01,2016,40.7127281,-74.0060152
8842,5,57000,year,"Los Angeles, CA",Designer,Corporate,16-30,Yes,Unpaid Overtime,15.0,,Full-time,3,26-30,Male,No,,,,2016-02-01,2016,34.0536909,-118.242766
8840,8,60000,year,"New York, NY",Designer,Corporate,16-30,Yes,Unpaid Overtime,13.0,,Full-time,3-5,26-30,Male,No,New York Institute of Technology (NYIT),,,2016-02-01,2016,40.7127281,-74.0060152
8839,5,61000,year,"Charleston, SC",Project Architect,Corporate,2-5,Yes,Unpaid Overtime,20.0,,Full-time,16-20,36-40,Male,Yes,Clemson University,,,2016-02-01,2016,32.7884363,-79.9399309
8838,7,90000,year,"Princeton, NJ",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,11-15,31-35,Male,Yes,,,,2016-02-01,2016,40.3496953,-74.6597376
8835,8,72000,year,"San Francisco, CA",Intermediate Architect,Corporate,51-100,Yes,Paid Overtime,,3000.0,Full-time,3-5,26-30,Male,Yes,,Cornell University,,2016-02-01,2016,37.7792588,-122.4193286
8834,1,45000,year,"New York, NY",Junior Architect,Boutique,16-30,Yes,Unpaid Overtime,5.0,,Full-time,1,21-25,Female,No,,,,2016-02-01,2016,40.7127281,-74.0060152
8833,10,41600,hour,"Orlando, FL",Designer,Other,31-50,Yes,Paid Overtime,14.0,,Full-time,6-7,31-35,Male,No,University of Central Florida,University of Florida,,2016-02-01,2016,28.5421109,-81.3790304
8831,9,65000,year,"Portland, OR",Project Manager,Boutique,31-50,Yes,,15.0,3000.0,,11-15,36-40,Male,Yes,,,,2016-02-01,2016,45.5202471,-122.674194
8829,7,105000,year,"New York, NY",Interior Architect,Boutique,2-5,Yes,Unpaid Overtime,15.0,20000.0,Full-time,1,18-20,Male,Yes,Savannah College of Art and Design,,,2016-02-01,2016,40.7127281,-74.0060152
8828,10,80000,year,"New York, NY",Interior Designer,Individual,11-15,,No Overtime,31.0,10000.0,Full-time,3-5,26-30,Male,Yes,Florida International University,Parsons The New School for Design,,2016-02-01,2016,40.7127281,-74.0060152
8827,7,66000,year,"Brooklyn, NY",Project Manager,Other,6-10,Yes,No Overtime,15.0,,Full-time,3-5,26-30,Female,No,University of Minnesota-Twin Cities,,,2016-02-01,2016,40.6526006,-73.9497211
